№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
76,"Заявитель (лицо, в чью пользу принято решение)", , ,Переход к процессу кассационного обжалования,2 месяца со дня вынесения решения,Переход к процессу кассационного обжалования
77,"Заявитель (лицо, в чью пользу принято решение)","","",Требуется ли заявление для исполнения СА?Эксклюзивный шлюз,"",Заявитель определяет требуется ли заявление для исполнения САДа: переход к шагу 78Нет: переход к шагу 80 
78,"Заявитель (лицо, в чью пользу принято решение)","",Заявление на исполнение СА,ТБП7.Подать документы в суд,"","Переход к Типовому процессу «Подать документы в суд»В результате этого ТП Заявитель (лицо, в чью пользу принято решение) подает документы в суд"
79,"Заявитель (лицо, в чью пользу принято решение)","","","Заявитель ознакомлен с определением, документы для исполнения поданы в суд","","Заявитель ознакомлен с определением, документы для исполнения поданы в суд"
80,"Заявитель (лицо, в чью пользу принято решение)","","",Ожидать исполнение,"","Заявитель ожидает исполнения, если не требуется подача заявления"
81,"Заявитель (лицо, в чью пользу принято решение)","","","Заявитель ознакомлен с определением, ожидает принудительного исполнения","","Заявитель ознакомлен с определением, ожидает принудительного исполнения"
82, Иные ЛУВД (участники третейского разбирательства),"","",Получено уведомление о вынесении  определения арбитражного суда по делу о выдаче ИЛ на решение третейского суда,"",Получено уведомление о вынесении  определения арбитражного суда по делу о выдаче ИЛ на решение третейского суда
83,Иные ЛУВД (участники третейского разбирательства),"","",Ознакомиться в ЛК,"",Иные ЛУВД (участники третейского разбирательства) знакомятся с документом в ЛК
84,Система,"","",Отправить время ознакомления,"",Система отправляет время ознакомления
85,Иные ЛУВД (участники третейского разбирательства),"","",Есть ли основание для обжалования?Эксклюзивный шлюз,"",Иные ЛУВД (участники третейского разбирательства) определяют есть ли основания для обжалованияДа: переход к шагу 86Нет: переход к шагу 87Согласно ст. 240 АПК РФ Определение арбитражного суда по делу о выдаче исполнительного листа на принудительное исполнение решения третейского суда может быть обжаловано в кассационном порядке в арбитражный суд округа в течение одного месяца со дня вынесения определения
86,Иные ЛУВД (участники третейского разбирательства),"","",Переход к процессу  кассационного обжалования,2 месяца со дня вынесения определения,Переход к процессу кассационного обжалования
87,Иные ЛУВД (участники третейского разбирательства),"","",Ожидать принудительного исполнения,"","Иные ЛУВД (участники третейского разбирательства) ожидает исполнения, если не требуется подача заявления"
88,Иные ЛУВД (участники третейского разбирательства),"","",Требуется ли заявить ходатайства связанные с исполнительным производством?Эксклюзивный шлюз,"","Иные ЛУВД (участники третейского разбирательства) определяют требуется ли заявить ходатайства связанные с исполнительным производством. Производство по делам, связанным с исполнением СА арбитражных судов регулируются положениями раздела 6 АПК РФ.Да: переход к шагу 89Нет: переход к шагу 90"
89,Иные ЛУВД (участники третейского разбирательства),"","",ЛУВД ознакомлен с определением и не оспаривает его,"",ЛУВД ознакомлен с определением и не оспаривает его
90,Иные ЛУВД (участники третейского разбирательства),"","",ТБП7.Подать документы в суд,"",Переход к Типовому процессу «Подать документы в суд»В результате этого ТП Иные ЛУВД (участники третейского разбирательства) подает в суд ходатайства связанные с исполнительным производством
91,Иные ЛУВД (участники третейского разбирательства),"","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта","","Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
92,Канцелярия ,Документ по делу,—,Поступил документ по делу,—,Канцелярия фиксирует поступление документа
93,Канцелярия,Заявление о выдаче исполнительного листа на принудительное исполнение решения третейского суда,Зарегистрированное заявление,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день","Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ.В to be необходимо объединить Принять входящий документ и Передать дело/документ судье. Все необходимые фиксации делаются в электронных реестрах системой (через задачи т.к. реестр - это АПП), оповещения сторонних сервисов высылаются посредством интеграцииДобавляем документ в к делу, создаем необходимые задачи. Распределение на судью, задача на судью.Начальные проверки и валидация должны быть заложены в процесс ""Подать документы в суд"". Если система не имеет подтверждения о прохождении проверок комплектом документов, то вызов проверок осуществляется из этого процесса."
94,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 95"
95,Судья,"","",ТБП91.Обратить СА к исполнению,"",Переход к типовому процессу «Обратить СА к исполнению» В результате этого ТП судья обращает определение к исполнению
96,Судья,"","",Ожидать 6 месяцев с даты вступления в законную силу СА,"",Ожидать 6 месяцев с даты вступления в законную силу СА
97,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
98,Судья,"","","Дело рассмотрено, вынесено определение по делу","","Дело рассмотрено, вынесено определение по делу"
