№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
23,Система,Отчет о проверках (подтвержденный) иВыводы судьи,Позиция по вопросу (дополнена),Указать в СА неприменение последствий,—,"Система дополняет позицию (шаблон документа), обосновывающую недействительность сделки, указываются условия неприменения последствий."
24,Суд,—,—,Эксклюзивный шлюз,—,"Приобретатель по недействительной сделке вернул все в конкурсную массу?Если да, то переход к шагу 25.Если нет, то переход к шагу 27"
25,Система,Отчет о проверках (подтвержденный) иВыводы судьи,"Установлено основание недействительности сделки, Позиция по вопросу",Установить основания недействительности сделки,—,"Система готовит позицию (шаблон документа), обосновывающую недействительность сделки."
26,Система,Отчет о проверках (подтвержденный) иВыводы судьи,Позиция по вопросу (дополнена),Указать в СА неприменение последствий,—,"Система дополняет позицию (шаблон документа), обосновывающую недействительность сделки, указываются условия неприменения последствий."
27,Система,Отчет о проверках (подтвержденный) иВыводы судьи,"Установлено основание действительности сделки, Позиция по вопросу",Установить основания действительности сделки,—,"Система готовит позицию (шаблон документа), обосновывающую действительность сделки."
28,Система,Отчет о проверках (подтвержденный) иВыводы судьи,Позиция по вопросу (дополнена),Указать в СА последствия недействительности,—,"Система дополняет позицию (шаблон документа), обосновывающую действительность сделки, указываются последствия недействительности."
29,Система,—,—,Эксклюзивный шлюз,—,"Закрывающий шлюз, объединяющий потоки из 26-го, 28-го шага"
30,Система,—,—,Эксклюзивный шлюз,—,"Закрывающий шлюз, объединяющий потоки из 23-го, 29-го шага"
31,Система,—,—,Эксклюзивный закрывающий шлюз,—,"Закрывающий шлюз, объединяющий потоки из 20-го, 30-го шага"
32,Система,Отчет о проверках (подтвержденный) иВыводы судьи,"Позиция, выводы, результаты проверок сохранены в деле.",Сохранить данные,—,"Система сохраняет все проведенные проверки, выводы, рекомендации и сформированную позицию в деле."
33,Суд,—,—,Сформировано решение по вопросу признания сделки недействительной и применении последствий недействительности сделки,—,Сформировано решение по вопросу признания сделки недействительной и применении последствий недействительности сделки
