№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
0,Судья,-,-,Возникла необходимость исследовать доказательства по делу в СЗ,-,"При рассмотрении дела арбитражный суд должен непосредственно исследовать доказательства по делу: ознакомиться с письменными доказательствами, осмотреть вещественные доказательства, заслушать объяснения лиц, участвующих в деле, показания свидетелей, заключения экспертов, консультации специалистов, а также огласить такие объяснения, показания, заключения, консультации, представленные в письменной форме (ч. 1 ст. 162 АПК РФ).Судья инициирует процесс исследования доказательств по делу в ходе судебного заседания."
1,Судья,-,Пояснения ЛУВД,Заслушать пояснения ЛУВД,-,"Согласно ч. 4 ст. 162 АПК РФ, лицо, участвующее в деле, вправе дать арбитражному суду пояснения о представленных им доказательствах, и доказательствах, истребованных судом по его ходатайству, а также задать вопросы вызванным в судебное заседание экспертам и свидетелям. При этом первым задает вопросы лицо, по ходатайству которого были вызваны эксперты и свидетели.Судья заслушивает пояснения ЛУВД касаемо представленных или истребованных доказательств."
2,Судья,-,-,Есть письменные объяснения?Эксклюзивный шлюз,-,"Судья проверяет наличие в деле объяснений ЛУВД в письменном виде.Если да, то переход к шагу 3.Если нет, то переход к шагу 4"
3,Судья,-,-,Огласить письменные объяснения,-,"Если в деле есть письменные объяснения ЛУВД, судья оглашает их в СЗ."
4,Судья,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный закрывающий шлюз
5,Судья,-,-,Необходимо огласить полностью?Эксклюзивный шлюз,-,"Судья решает, огласить содержание документов, представленных ЛУВД, в полном объеме или частично.Если в полном объеме, то переход к шагу 6. Если нет, то переход к шагу 7"
6,Судья,-,-,"Огласить документы, представленные сторонами",-,"Судья оглашает список документов, представленных ЛУВД, в полном объеме"
7,Судья,-,-,"Частично огласить документы, представленные сторонами",-,"Судья оглашает список документов, представленных ЛУВД, частично в той части, в которой это необходимо для целостного понимания всех обстоятельств дела."
8,Судья,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный закрывающий шлюз
9,Судья,-,-,Необходимо осмотреть вещественные доказательства?Эксклюзивный шлюз,-,"Вещественными доказательствами являются предметы, которые своими внешним видом, свойствами, местом нахождения или иными признаками могут служить средством установления обстоятельств, имеющих значение для дела (ст. 76 АПК РФ).Судья смотрит, есть ли в деле вещественные доказательства, и устанавливает необходимость их осмотра.Если да, то переход к шагу 10. Если нет, то переход к шагу 11"
10,Судья,Вещественные доказательства,-,Осмотреть вещественные доказательства,-,"Судья осматривает вещественные доказательства.Вещественные доказательства, находящиеся в арбитражном суде, после их осмотра и исследования судом возвращаются лицам, от которых они были получены, если они не подлежат передаче другим лицам. Арбитражный суд вправе сохранить вещественные доказательства до принятия судебного акта, которым заканчивается рассмотрение дела, и возвратить их после вступления указанного судебного акта в законную силу. (ст. 80 АПК РФ)."
11,Судья,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный закрывающий шлюз
12,Судья,-,-,В деле есть экспертное заключение?Эксклюзивный шлюз,-,"Судья смотрит, давал ли эксперт заключение в рамках дела.Если да, то переход к шагу 13. Если нет, то переход к шагу 14"
13,Судья,Экспертное заключение,"Занесенные выводы в систему или полученные заключения в электронном виде и прикрепленные в созданное номенклатурное дело/ судебное дело, и созданные связи.",Огласить экспертное заключение,-,"Согласно ст. 86 АПК РФ, заключение эксперта оглашается в судебном заседании и исследуется наряду с другими доказательствами по делу.По ходатайству лица, участвующего в деле, или по инициативе арбитражного суда эксперт может быть вызван в судебное заседание.Эксперт после оглашения его заключения вправе дать по нему необходимые пояснения, а также обязан ответить на дополнительные вопросы лиц, участвующих в деле, и суда. Ответы эксперта на дополнительные вопросы заносятся в протокол судебного заседания."
14,Судья,-,-,Эксклюзивный шлюз,-,Эксклюзивный шлюз для объединения потоков процесса
15,Судья,-,-,Необходимо заслушать пояснения свидетелей/заключение эксперта/консультацию специалиста?Эксклюзивный шлюз,-,"При наличии желания свидетеля/эксперта/специалиста дать пояснения, судья решает вопрос о необходимости заслушать.Если да, то переход к шагу 16. Если нет, то переход к шагу 17"
16,Судья,-,Пояснения свидетеля/эксперта/специалиста,Заслушать свидетеля/эксперта/специалиста,-,"Переход к типовому процессу ""Заслушать свидетеля/эксперта/специалиста"".В рамках процесса свидетель/специалист/эксперт дают пояснения по заключению/консультации/показаниям, отвечают на вопросы ЛУВД и суда."
17,Судья,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный закрывающий шлюз
18,Судья,-,-,Необходимо воспроизвести аудио/видео запись как доказательство?Эксклюзивный шлюз,-,"Воспроизведение аудио- и видеозаписей проводится арбитражным судом в зале судебного заседания или в ином специально оборудованном для этой цели помещении (ч. 2 ст. 162 АПК РФ).Судья смотрит, есть ли среди доказательств аудио и видеозаписи.Если да, то переход к шагу 19. Если нет, то переход к шагу 20"
19,Судья,Представленная аудио/видео запись,"Возможность воспроизвести её в системе, запись данных о дате и времени воспроизведения для использования данных в протоколе и других документов.",Воспроизвести аудио/видео запись,-,"Судья воспроизводит и заслушивает запись через систему, представленную в качестве доказательства по делу.Факт воспроизведения аудио- и видеозаписей отражается в протоколе судебного заседания автоматически при запуске её."
20,Судья,-,-,Эксклюзивный закрывающий шлюз,-,Эксклюзивный закрывающий шлюз
21,Судья,-,-,Завершение процесса. Доказательства исследованы,-,Завершение процесса. Доказательства исследованы
