№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
17,Ответчик,Определение о принятии,-,Получено уведомление о принятии искового заявления,-,Ответчик получает уведомление о принятии искового заявления через личный кабинет
18,Ответчик,Материалы дела,-,Ознакомиться с материалами дела в ЛК,-,Ответчик знакомится с материалами дела в личном кабинете
19,Ответчик,-,-,Необходимо подать отзыв?,-,"Если да, то переход к шагу 21. Если нет, то переход к шагу 20"
20,Ответчик,-,-,Лицо ознакомлено.,-,Подача документов в электронном виде через форму подачи документов в суд
21,Ответчик,-,Отзыв на исковое заявление,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
22,Ответчик,-,-,Завершение процесса,-,Завершение процесса подачи отзыва ответчиком
23,Иные ЛУВД,Определение о принятии,-,Получено уведомление о принятии искового заявления,-,Иные ЛУВД получают уведомление о принятии искового заявления через личный кабинет
24,Иные ЛУВД,Материалы дела,-,Ознакомиться с материалами дела в ЛК,-,Иные ЛУВД знакомятся с материалами дела в личном кабинете
25,Иные ЛУВД,-,-,Необходимо подать отзыв?,-,"Если да, то переход к шагу 27. Если нет, то переход к шагу 26"
26,Иные ЛУВД,-,-,Лицо ознакомлено.,-,Подача документов в электронном виде через форму подачи документов в суд
27,Иные ЛУВД,-,Отзыв на исковое заявление,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
28,Иные ЛУВД,-,-,Завершение процесса,-,Завершение процесса подачи отзыва Иными ЛУВД
29,Канцелярия,Документы по делу,-,Поступил документ,-,Канцелярия регистрирует поступление документа в рамках текущего дела
30,Канцелярия,Документы по делу,Зарегистрированный документ,ТБП53.Принять входящий документ,3 дня,"Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ"
31,Помощник судьи,Зарегистрированный документ,-,-,-,Объединение потоков процесса для дальнейшего рассмотрения
32,Истец,-,-,Возникла необходимость в рассмотрении дела в своё отсутствие,-,Истец принимает решение о необходимости подачи ходатайства о рассмотрении дела в отсутствие
33,Истец,-,Ходатайство о рассмотрении в отсутствие,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
34,Истец,Ходатайство о рассмотрении в отсутствие,-,Завершение процесса,-,Завершение процесса подачи ходатайства о рассмотрении в отсутствие
35,Иные ЛУВД,-,-,Возникла необходимость в рассмотрении дела в своё отсутствие,-,Иные ЛУВД принимают решение о необходимости подачи ходатайства о рассмотрении дела в отсутствие
36,Иные ЛУВД,-,Ходатайство о рассмотрении в отсутствие,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
37,Иные ЛУВД,Ходатайство о рассмотрении в отсутствие,-,Завершение процесса,-,Завершение процесса подачи ходатайства о рассмотрении в отсутствие
38,Ответчик,-,-,Возникла необходимость в рассмотрении дела в своё отсутствие,-,Ответчик принимает решение о необходимости подачи ходатайства о рассмотрении дела в отсутствие
39,Ответчик,-,Ходатайство о рассмотрении в отсутствие,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
40,Ответчик,Ходатайство о рассмотрении в отсутствие,-,Завершение процесса,-,Завершение процесса подачи ходатайства о рассмотрении в отсутствие
41,Канцелярия,Документы по делу,-,Поступил документ,-,Канцелярия регистрирует поступление документа в рамках текущего дела
42,Канцелярия,Документы по делу,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ"
43,Канцелярия,Зарегистрированный документ,-,Входящий документ зарегистрирован,-,Завершение процесса обработки документа
44,Ответчик,-,-,Появилась необходимость подать встречное исковое заявление,-,Ответчик принимает решение о необходимости подачи встречного искового заявления
45,Ответчик,-,Встречное исковое заявление,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
46,Ответчик,-,-,Возникла необходимость в обеспечении иска,-,Ответчик принимает решение о необходимости обеспечения встречного иска
47,Ответчик,-,-,Переход в процесс рассмотрения обеспечительных мер,-,Ответчик инициирует переход в процесс рассмотрения обеспечительных мер
48,Ответчик,-,-,Завершение процесса,-,Завершение подпроцесса обеспечения встречного иска
49,Канцелярия,Встречное исковое заявление,-,Поступило встречное исковое заявление,-,Канцелярия регистрирует поступление встречного искового заявления через электронную форму
50,Канцелярия,Встречное исковое заявление,Зарегистрированное встречное исковое заявление,ТБП53.Принять входящий документ,5 дней,"Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ"
51,Судья,Зарегистрированное встречное исковое заявление,Определение о принятии/Определение об отказе в принятии,ТБП31.Рассмотреть вопрос о принятии,5 дней,"Переход к типовому процессу «Рассмотреть вопрос о принятии». По смыслу ст. 127 АПК РФ Арбитражный суд обязан принять к производству исковое заявление, поданное с соблюдением требований, предъявляемых к его форме и содержанию. Данный вопрос решается судьей единолично в течение 5 дней с момента поступления заявления. О принятии искового заявления арбитражный суд выносит определение, которым возбуждается производство по делу. Копии определения направляется ЛУВД не позднее следующего дня после его принятия."
52,Судья,Определение о принятии/Определение об отказе в принятии,-,Встречное исковое заявление принято к производству?,-,"Если да, то переход к шагу 82. Если нет, то переход к шагу 53"
53,Судья,Определение об отказе в принятии,-,Ожидать архивирования первоначального иска,-,Судья ожидает архивирования первоначального искового заявления
54,Канцелярия,Материалы дела,"Материалы дела, переданные в архив",ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
55,Судья,-,-,Завершение процесса,-,Завершение процесса рассмотрения встречного искового заявления
56,Истец,Определение о принятии встречного иска,-,Получено уведомление о принятии встречного иска,-,Ответчик получает уведомление о принятии встречного искового заявления через личный кабинет
57,Истец,Материалы дела,-,Ознакомиться с материалами дела в ЛК,-,Ответчик знакомится с материалами дела в личном кабинете
58,Истец,-,-,Необходимо подать отзыв?,-,"Если да, то переход к шагу 60. Если нет, то переход к шагу 59"
59,Истец,-,-,Лицо ознакомлено.,-,Завершение процесса без подачи отзыва
60,Истец,-,Отзыв на встречное исковое заявление,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
61,Истец,Отзыв на встречное исковое заявление,-,Завершение процесса,-,Завершение процесса подачи отзыва ответчиком
62,Иные ЛУВД,Определение о принятии встречного иска,-,Получено уведомление о принятии встречного иска,-,Ответчик получает уведомление о принятии встречного искового заявления через личный кабинет
63,Иные ЛУВД,Материалы дела,-,Ознакомиться с материалами дела в ЛК,-,Ответчик знакомится с материалами дела в личном кабинете
64,Иные ЛУВД,-,-,Необходимо подать отзыв?,-,"Если да, то переход к шагу 66. Если нет, то переход к шагу 65"
65,Иные ЛУВД,-,-,Лицо ознакомлено.,-,Завершение процесса без подачи отзыва
66,Иные ЛУВД,-,Отзыв на встречное исковое заявление,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
67,Иные ЛУВД,Отзыв на встречное исковое заявление,-,Завершение процесса,-,Завершение процесса подачи отзыва ответчиком
68,Истец,-,-,Возникла необходимость в примирении сторон,-,Истец принимает решение о необходимости примирения сторон
69,Истец,-,-,Начать примирительные процедуры,-,"Переход к типовому процессу ""Начать примирительные процедуры"""
70,Истец,-,Заявление о примирении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
71,Истец,Заявление о примирении,-,Завершение процесса,-,Завершение процесса примирения сторон
72,Иные ЛУВД,-,-,Возникла необходимость в примирении сторон,-,Истец принимает решение о необходимости примирения сторон
73,Иные ЛУВД,-,-,Начать примирительные процедуры,-,"Переход к типовому процессу ""Начать примирительные процедуры"""
74,Иные ЛУВД,-,Заявление о примирении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
75,Иные ЛУВД,Заявление о примирении,-,Завершение процесса,-,Завершение процесса примирения сторон
76,Ответчик,-,-,Возникла необходимость в примирении сторон,-,Истец принимает решение о необходимости примирения сторон
77,Ответчик,-,-,Начать примирительные процедуры,-,"Переход к типовому процессу ""Начать примирительные процедуры"""
78,Ответчик,-,Заявление о примирении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
79,Ответчик,Заявление о примирении,-,Завершение процесса,-,Завершение процесса примирения сторон
80,Канцелярия,Документы по делу,-,Поступил документ,-,Канцелярия регистрирует поступление документа в рамках текущего дела
81,Канцелярия,Документы по делу,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ"
82,Помощник судьи,Зарегистрированный документ,-,-,-,Объединение потоков процесса для дальнейшего рассмотрения
83,Помощник судьи,Материалы дела,"Материалы дела, подготовленные к СЗ",ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу «Подготовиться к СЗ». В ходе подготовки к СЗ помощник судьи будет проверять: извещены ли стороны о судебном заседании, будут собирать поступающие отзывы/возражения по делу, будет проведен предварительный анализ поступивших документов, ответов на запросы (если они были направлены), будет проверять был ли предоставлен доступ к ознакомлению с делу электронно всем сторонам и другие вопросы, подлежащие выяснению в рамках подготовки к проведению судебного заседания"
84,Судья,"Материалы дела, подготовленные к СЗ",Протокол судебного заседания,ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ"". В результате данного ТП Судья проводит СЗ для рассмотрения искового заявления. О времени и месте судебного заседания арбитражный суд извещает лиц, участвующих в деле, и других участников арбитражного процесса. Судья в процессе судебного заседания совершает действия, регламентированные ст. 153 АПК РФ.Отложение судебного разбирательства проводится в соответствии с положениями ст. 158 АПК.Судебное разбирательство в новом судебном заседании возобновляется с того момента, с которого оно было отложено. Повторное рассмотрение доказательств, исследованных до отложения судебного разбирательства, не производится"
85,Судья,-,-,Возникла необходимость в замене судьи,-,Судья инициирует процедуру замены судьи
86,Судья,-,-,ТБП28.Заменить судью,-,"Переход к типовому процессу ""Заменить судью"""
87,Судья,-,-,Замена судьи совершена.,-,Завершение процесса замены судьи
88,Истец,-,-,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Истец инициирует процедуру подачи ходатайства о приостановлении производства
89,Истец,-,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
90,Истец,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,-,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Истец инициирует переход к соответствующим процессам
91,Иные ЛУВД,-,-,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Иные ЛУВД инициирует процедуру подачи ходатайства о приостановлении производства
92,Иные ЛУВД,-,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
93,Иные ЛУВД,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,-,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Иные ЛУВД инициирует переход к соответствующим процессам
94,Ответчик,-,-,Возникла необходимость подать ходатайство/заявление о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Ответчик инициирует процедуру подачи ходатайства о приостановлении производства
95,Ответчик,-,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
96,Ответчик,Ходатайство о приостановлении/оставлении без рассмотрения/прекращении,-,Переход к шагам о приостановлении/оставлении без рассмотрения/прекращении производства по делу,-,Ответчик инициирует переход к соответствующим процессам
97,Судья,Протокол судебного заседания,-,Требуется приостановить производство по делу/заявлению?,-,"Если да, то переход к шагу 98. Если нет, то переход к шагу 99"
98,Судья,Ходатайство о приостановлении,Определение о приостановлении/Определение об отказе в приостановлении,ТБП63.Рассмотреть вопрос о приостановлении,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". В результате ТП Судья рассматривает ходатайство о приостановлении производства по делу, анализирует представленные материалы и принимает соответствующее процессуальное решение.Суд обязан приостановить дела согласно ст 143 АПК в связи со смертью гражданина, утратой дееспособности, невозможности рассмотрения данного дела до разрешения другого дела иным судом, участия гражданина, являющегося стороной в деле, в боевых действиях АС в праве приостановить рассмотрение дела согласно ст 144 АПК в связи с реорганизацией ЮЛ, назначением экспертизы, для выполнения гражданином государственной обязанности, нахождением стороны в лечебном учреждении или длительной служебной командировке, участие ЕИО организации в боевых действиях."
99,Судья,-,-,-,-,Объединение потоков для определения необходимости объединения/разъединения дел
100,Судья,Материалы дела,-,Требуется ли объединить дела в одно производство?,-,"Если да, то переход к шагу 101. Если нет, то переход к шагу 104"
101,Судья,Материалы дела,Определение об объединении дел,ТБП60.Рассмотреть вопрос об объединении дел,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос об объединение дел"". В результате ТП Судья рассматривает целесообразность и основание для объединения нескольких дел в одно производство. Вопрос об объединении дел проводится согласно ст 130 АПК. После объединения дел в одно производство или выделения требований в отдельное производство рассмотрение дела производится с самого начала"
102,Судья,Определение об объединении дел,-,Данное дело продолжает рассматриваться?,-,"Если да, то переход к шагу 108. Если нет, то переход к шагу 103"
103,Судья,-,-,"Производство по делу завершено, в связи с объединением. Требования рассматриваются в объединенном деле.",-,Завершение процесса рассмотрения дела (дело передано в другое производство)
104,Судья,Материалы дела,-,Требуется ли выделить требования в отдельное производство?,-,"Если да, то переход к шагу 105. Если нет, то переход к шагу 108"
105,Судья,Материалы дела,Определение о разъединении дел,ТБП61.Рассмотреть вопрос о разъединении дел,5 дней,"Переход к типовому процессу ""Рассмотреть вопрос о разъединении дел"". В результате ТП Судья рассматривает целесообразность и основание для выделения требования в отдельное производство. Вопрос о разъединении дел проводится согласно ст 130 АПК. После объединения дел в одно производство или выделения требований в отдельное производство рассмотрение дела производится с самого начала"
106,Судья,Определение о разъединении дел,-,-,-,Новое зарегистрированное дело передается на АРПД. Производство в этом процессе для него завершается
107,Судья,-,-,Завершение процесса,-,Завершение процесса разъединения дел
108,Судья,Материалы дела,-,-,-,Объединение потоков для дальнейшего рассмотрения дела
109,Истец,-,-,Возникла необходимость в ускорении,-,Истец инициирует процедуру ускорения рассмотрения дела
110,Истец,-,Заявление об ускорении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
111,Истец,Заявление об ускорении,-,Завершение процесса,-,Завершение процесса ускорения
112,Ответчик,-,-,Возникла необходимость в ускорении,-,Ответчик инициирует процедуру ускорения рассмотрения дела
113,Ответчик,-,Заявление об ускорении,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
114,Ответчик,Заявление об ускорении,-,Завершение процесса,-,Завершение процесса ускорения
115,Судья,Заявление об ускорении,-,Поступило заявление об ускорении,-,Судья регистрирует поступление заявления об ускорении рассмотрения
116,Судья,Заявление об ускорении,Определение об ускорении,Рассмотреть вопрос об ускорении,-,"Переход к типовому процессу ""Рассмотреть вопрос об ускорении"". В результате данного ТП Судья рассматривает заявление об ускорении рассмотрения дела.Согласно ч.7 ст 6.1 АПК По результатам рассмотрения заявления председатель арбитражного суда выносит мотивированное определение, в котором может быть установлен срок проведения судебного заседания по делу и (или) могут быть указаны действия, которые следует совершить для ускорения рассмотрения дела"
117,Судья,Определение об ускорении,-,Вопрос об ускорении дела рассмотрен судом,-,Завершение процесса ускорения
118,Судья,-,-,Возникла необходимость в продлении срока рассмотрения дела,-,Судья инициирует процедуру продления срока рассмотрения дела
119,Судья,Материалы дела,Определение о продлении срока,ТБП9.Рассмотреть вопрос о продлении срока рассмотрения,-,"Переход к типовому процессу ""Рассмотреть вопрос о продлении срока рассмотрения"""
120,Судья,Определение о продлении срока,-,Вопрос о продлении срока рассмотрения дела рассмотрен судом,-,Завершение процесса продления срока
121,Истец,-,-,Возникла необходимость в отводе судьи,-,Истец инициирует процедуру отвода судьи
122,Истец,-,Заявление об отводе судьи,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
123,Истец,Заявление об отводе судьи,-,Завершение процесса,-,Завершение процесса отвода судьи
124,Иные ЛУВД,-,-,Возникла необходимость в отводе судьи,-,Иные ЛУВД инициирует процедуру отвода судьи
125,Иные ЛУВД,-,Заявление об отводе судьи,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
126,Иные ЛУВД,Заявление об отводе судьи,-,Завершение процесса,-,Завершение процесса отвода судьи
127,Ответчик,-,-,Возникла необходимость в отводе судьи,-,Ответчик инициирует процедуру отвода судьи
128,Ответчик,-,Заявление об отводе судьи,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
129,Ответчик,Заявление об отводе судьи,-,Завершение процесса,-,Завершение процесса отвода судьи
130,Судья,-,-,Возникла необходимость в отводе/самоотводе судьи,-,Судья инициирует процедуру отвода/самоотвода судьи
131,Судья,Заявление об отводе/самоотводе судьи,Определение об отводе/самоотводе судьи,ТБП27.Отвод/самоотвод судьи,-,"Переход к типовому процессу ""Отвод/самоотвод судьи"""
132,Судья,Определение об отводе/самоотводе судьи,-,Отвод/самоотвод совершен,-,Завершение процесса отвода/самоотвода судьи
133,Истец,-,-,Возникла необходимость отказаться от исковых требований,-,Истец инициирует процедуру отказа от исковых требований
134,Истец,-,Заявление об отказе от исковых требований,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
135,Истец,Заявление об отказе от исковых требований,-,Завершение процесса,-,Завершение процесса отказа от требований
136,Ответчик,-,-,Возникла необходимость отказаться от исковых требований,-,Ответчик инициирует процедуру отказа от исковых требований
137,Ответчик,-,Заявление об отказе от исковых требований,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
138,Ответчик,Заявление об отказе от исковых требований,-,Завершение процесса,-,Завершение процесса отказа от требований
139,Истец,-,-,Возникла необходимость изменить предмет или основание иска,-,Истец инициирует процедуру изменения исковых требований
140,Истец,-,Заявление об изменении исковых требований,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
141,Истец,Заявление об изменении исковых требований,-,Завершение процесса,-,Завершение процесса изменения требований
142,Ответчик,-,-,Возникла необходимость изменить предмет или основание иска,-,Ответчик инициирует процедуру изменения исковых требований
143,Ответчик,-,Заявление об изменении исковых требований,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
144,Ответчик,Заявление об изменении исковых требований,-,Завершение процесса,-,Завершение процесса изменения требований
145,Судья,Заявление об изменении исковых требований,-,Поступило заявление об изменении основания или предмета иска,-,Судья регистрирует поступление заявления об изменении исковых требований
146,Система,Заявление об изменении исковых требований,Определение о принятии изменений,Принять изменения исковых требований,-,При переходе суда к рассмотрению по существу ходатайство об изменении исковых требований недоступно для подачи
147,Судья,Определение о принятии изменений,-,Переход к шагу 138,-,Судья инициирует переход к завершению процесса изменения требований
148,Судья,-,-,Переход из процесса Пересмотр по новым обстоятельства из шага,-,Судья получает управление из процесса пересмотра по новым обстоятельствам
149,Судья,-,-,Переход из процесса Пересмотр по вновь открывшимся обстоятельствам из шага,-,Судья получает управление из процесса пересмотра по вновь открывшимся обстоятельствам
150,Судья,-,-,-,-,Объединение потоков из процессов пересмотра
151,Судья,Материалы дела,-,Создать новое рассмотрение,-,"Переход к типовому процессу ""Создать новое рассмотрение"""
152,Судья,Материалы дела,-,-,-,Объединение потоков для дальнейшего рассмотрения дела
153,Судья,Материалы дела,Правовая позиция по делу,ТБП142.Сформировать правовую позицию по делу,30 дней,"Переход к типовому процессу ""Сформировать правовую позицию по делу"""
154,Судья,Правовая позиция по делу,-,Чем завершается рассмотрение?,-,"Переход к шагу 155 (передача по подсудности), шагу 156 (оставление без рассмотрения), шагу 157 (прекращение производства), шагу 161 (изменение порядка) или шагу 164 (рассмотрение по существу)"
155,Судья,Правовая позиция по делу,Определение о передаче дела по подсудности,ТБП65.Передать дело по подсудности,-,"Переход к типовому процессу ""Передать дело по подсудности"""
156,Судья,Правовая позиция по делу,Определение об оставлении без рассмотрения,ТБП110.Рассмотреть вопрос об оставлении без рассмотрения,-,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"""
157,Судья,Правовая позиция по делу,Определение о прекращении производства,ТБП109.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
158,Судья,Определение о передаче по подсудности/Определение об оставлении без рассмотрения/Определение о прекращении производства,-,-,-,Объединение потоков для завершения рассмотрения дела
159,Канцелярия,Материалы дела,"Материалы дела, переданные в архив",ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
160,Судья,-,-,Завершение процесса,-,Завершение процесса рассмотрения дела
161,Система,Правовая позиция по делу,-,Изменить порядок рассмотрения,-,Система изменяет порядок рассмотрения дела
162,Судья,-,Определение об изменении порядка рассмотрения,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"". В результате этого ТП Судья принимает судебный акт по результатам рассмотрения заявления и выносит Определение об отклонении заявления об изменении основания или предмета иска"
163,Судья,Определение об изменении порядка рассмотрения,-,Переход в упрощенный порядок рассмотрения,-,Судья инициирует переход к упрощенному порядку рассмотрения дела
164,Система,Правовая позиция по делу,-,Рассмотреть по существу,-,Система рассматривает дело по существу
165,Судья,Материалы дела,-,Чем завершается рассмотрение по встречному иску?,-,"Переход к шагу 166 (оставление без рассмотрения), шагу 167 (прекращение производства) или шагу 172 (рассмотрение по существу)"
166,Судья,Материалы дела по встречному иску,Определение об оставлении без рассмотрения,ТБП110.Рассмотреть вопрос об оставлении без рассмотрения,-,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"""
167,Судья,Материалы дела по встречному иску,Определение о прекращении производства,ТБП109.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
168,Судья,Определение об оставлении без рассмотрения/Определение о прекращении производства,-,-,-,Объединение потоков для завершения рассмотрения встречного иска
169,Судья,-,-,Ожидать архивирования первоначального иска,-,Судья ожидает архивирования первоначального искового заявления
170,Канцелярия,Материалы дела,"Материалы дела, переданные в архив",ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
171,Судья,-,-,Завершение процесса,-,Завершение процесса рассмотрения встречного иска
172,Судья,Материалы дела,-,ТБП140.Рассмотреть по существу,-,"Переход к типовому процессу ""Рассмотреть по существу"""
173,Судья,Материалы дела,Решение по делу,ТБП80.Принять СА,5 дней,"Переход к типовому процессу ""Принять СА"". В результате этого ТП Судья принимает судебный акт по результатам рассмотрения заявления и выносит Определение об отклонении заявления об изменении основания или предмета иска"
174,Истец,Решение по делу,-,Получено уведомление о вынесении решения,-,Истец получает уведомление о вынесении решения через личный кабинет
175,Истец,Решение по делу,-,Ознакомиться,-,Истец знакомится с вынесенным решением
176,Истец,Решение по делу,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 177. Если нет, то переход к шагу 178"
177,Истец,-,-,Переход к процессу апелляционного обжалования,-,Истец инициирует переход к процессу апелляционного обжалования
178,Истец,Решение по делу,-,Требуется ли заявление для исполнения СА?,-,"Если да, то переход к шагу 179. Если нет, то переход к шагу 180"
179,Истец,Решение по делу,Заявление о выдаче исполнительного листа,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
180,Истец,Заявление о выдаче исполнительного листа,-,-,-,Объединение потоков для дальнейшего процесса исполнения
181,Истец,-,-,Ожидать исполнение,-,Истец ожидает исполнения судебного акта
182,Иные ЛУВД,-,-,Завершение процесса,-,Завершение процесса исполнения судебного акта
183,Иные ЛУВД,Решение по делу,-,Ознакомиться,-,Истец знакомится с вынесенным решением
184,Иные ЛУВД,Решение по делу,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 185. Если нет, то переход к шагу 186"
185,Иные ЛУВД,-,-,Переход к процессу апелляционного обжалования,-,Иные ЛУВД инициирует переход к процессу апелляционного обжалования
186,Иные ЛУВД,-,-,"Лицо ознакомлено с СА, оснаваний для обжалования нет.",-,Завершение процесса без обжалования
187,Ответчик,Решение по делу,-,Получено уведомление о вынесении решения,-,Истец получает уведомление о вынесении решения через личный кабинет
188,Ответчик,Решение по делу,-,Ознакомиться,-,Истец знакомится с вынесенным решением
189,Ответчик,Решение по делу,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 190. Если нет, то переход к шагу 191"
190,Ответчик,-,-,Переход к процессу апелляционного обжалования,-,Ответчик инициирует переход к процессу апелляционного обжалования
