№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
0,Судья,Необходимость расчета процессуального срока,—,Необходимо рассчитать срок. Стартовое событие.,—,Судья определяет необходимость расчета процессуального срока для конкретного дела или процедуры
1,Судья,Дата для расчета,Запущен калькулятор в системе,Запустить калькулятор сроков,—,Судья запускает калькулятор сроков
2,Система,Данные для расчетов,Расчет сроков,Рассчитать срок,—,Система автоматически рассчитывает процессуальный срок на основе данных дела и нормативных требованийВнедрение алгоритмов машинного обучения для повышения точности расчетов
3,Судья,Расчет от калькулятора,Вывод пользователя,Проверить выводы системы,—,"Переход к типовому процессу ""Проверить выводы системы"" пользователь проверяет срок и или указывает ошибки"
4,Судья,Результат системного расчета срока,Решение о корректности расчета,Пользователь согласен с выводами системы?Эксклюзивный шлюз,—,"Судья проверяет корректность расчета срока, выполненного системой.Если «Да», то переход к шагу 7.Если «Нет», то переход к шагу 5."
5,Судья,—,Рассчитанный срок вручную или в стороннем калькуляторе,Рассчитать срок,—,Судья рассчитывает срок в ручную или в стороннем приложении
6,Судья,Рассчитанный срок,Внесенные данные в систему,Внести данные в систему,—,Судья вводит данные в систему
7,Судья,—,—,Закрывающий шлюз,—,Закрывающий шлюз для шага 4 процесса.
8,Судья,—,—,Срок рассчитан.Завершение процесса,"",Срок рассчитан.Завершение процесса
