№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
0,Система,__,__, Возникла необходимость о взыскании обязательных платежей. Стартовое событие.,__,"В соответствии со ст. 212 АПК РФ Производство по делам о взыскании обязательных платежей и санкций возбуждается в арбитражном суде на основании заявлений государственных органов, органов местного самоуправления, иных органов, осуществляющих контрольные функции, с требованием о взыскании с лиц, имеющих задолженность по обязательным платежам, денежных сумм в счет их уплаты и санкций. Судье необходимо рассмотреть дело о взыскании обязательных платежей и санкций. Судья запустил формирование системой позиции по делу системой, и система определила, что рассматривается дело о взыскании обязательных платежей и санкций и запустила автоматический анализ карточки дела."
1,Система,__,__,Параллельный шлюз,__,"Параллельный шлюз для координации процесса. Отражает параллельные проверки, проводимые системой при анализе карточки дела. Шаги 2,3,4,5,6,7,8,9 процесса происходят параллельно."
2,Система,__,__,"Проверить законность НА, начисляющего платеж/санкцию",__,"Система анализирует законность нормативного акта, на основании которого начислен платеж или санкция"
3,Система,__,__,Проверить полномочие органа на предъявление требования,__,"Система анализирует наличие полномочий у органа на предъявление требования о взыскании. Согласно ст. 213 АПК правом на обращение с заявлением о взыскании обязательных платежей и санкций имеют государственные органы, органы местного самоуправления, иные органы, наделенные в соответствии с федеральным законом контрольными функциями. Заявление о взыскании подается в арбитражный суд, если не исполнено требование заявителя об уплате взыскиваемой суммы в добровольном порядке или пропущен указанный в таком требовании срок уплаты."
4,Система,__,__, Проверить соблюдение досудебного порядка,__,Система анализирует соблюдение досудебного порядка урегулирования спора
5,Система,__,__,Проверить соблюдение процедуры наложения платежа/санкции,__,Система анализирует соблюдение процедуры наложения платежа или санкции
6,Система,__,__,"Проверить наличие доказательств, подтверждающих задолженность",__,"Система анализирует наличие доказательств, подтверждающих факт задолженности"
7,Система,__,__,Проверить корректность расчетов сумм недоимки/пеней/штрафов,__,"Система анализирует корректность расчетов сумм недоимки, пеней и штрафов"
8,Система,__,__,Проверить корректность размера взыскиваемой суммы,__,Система анализирует корректность размера взыскиваемой суммы
9,Система,__,__,Проверить отсутствие добровольного исполнения,__,Система анализирует отсутствие добровольного исполнения обязательства должником. 
10,Система,__,__,Закрывающий шлюз,__,Закрывающий шлюз для шага 1 процесса
11,Судья,__,__,Переход к типовому процессу «Проверить выводы системы»,__,"Система, после проведенного предварительного анализа дела, предлагает пользователю проверить выводы системы. Переход к типовому процессу «Проверить выводы системы», результатом которой будет провалидированные судьей выводе системы по анализу дела с внесением корректировок, если это необходимо и сохранением в системе результатов валидации."
12,Система,__,__,Заявлен встречный административный иск? Эксклюзивный шлюз,__,"Система проверяет, был ли заявлен встречный административный иск?Если «Да», то переход к шагу 13Если «Нет», то переход к шагу 25"
13,Система,__,__,Параллельный шлюз,__,"Параллельный шлюз для координации процесса. Отражает параллельные проверки, проводимые системой при анализе карточки дела. Шаги 14,15,16 процесса происходят параллельно."
14,Система,__,__,Проверить оспариваемый акт/его отдельные положения, __,Система анализирует оспариваемый акт или его отдельные положения на соответствие закону при формировании позиции по административному встречному иску
15,Система,__,__,Проверить оспариваемые решения,__,Система анализирует оспариваемые решения на соответствие закону при формировании позиции по административному встречному иску
16,Система,__,__, Проверить действие (бездействие) органов,__,Система анализирует действия (бездействие) органов на соответствие закону при формировании позиции по административному встречному иску
17,Система,__,__,Закрывающий шлюз,__,Закрывающий шлюз для шага 17 процесса
18,Система,__,__, Установить их соответствие закону/иному НПА,__,"Система в рамках проведения анализа устанавливает соответствие оспариваемых актов, решений и действий закону или иному нормативно-правовому акту."
19,Система,__,__,Установить наличие полномочий,__,"Система при анализе проверяет наличие полномочий у органов, принявших оспариваемые акты или совершивших оспариваемые действия на их принятие или совершение в соответствии с требованиями закона."
20,Система,__,__,Переход к типовому процессу «Проверить выводы системы»,__,"Система, после проведенного предварительного анализа дела, предлагает пользователю проверить выводы системы. Переход к типовому процессу «Проверить выводы системы», результатом которой будет провалидированные судьей выводе системы по анализу дела с внесением корректировок, если это необходимо и сохранением в системе результатов валидации."
21,Судья,__,__,Установить отсутствие нарушения законных интересов заявителя,"","Судья, как пользователь, устанавливает в системе отсутствие нарушения законных интересов заявителя при принятии оспариваемых актов или совершении оспариваемых действий, проставляя (или не проставляя) галочку в необходимом чек-боксе."
22,Система,__,__,Встречный административный иск подлежит удовлетворению? Эксклюзивный шлюз,"","На основании проведенного анализа встречного иска и валидации пользователем результата анализа система проверяет встречный административный иск подлежит удовлетворению?Если «Да», то переход к шагу 23Если «Нет», то переход к шагу 24"
23,Система,__,__,Записать основания для отказа в удовлетворении требования,"",Система записывает данные об удовлетворении встречного административного иска и основания для отказа в удовлетворении требований по основному требованию заявителя о взыскании обязательных платежей и санкций.
24,Система,__,__,Сохранить основания для отказа в удовлетворении встр. адм. иска,"",Система сохраняет основания для отказа в удовлетворении встречного административного иска
25,Система,__,__,Закрывающий шлюз,"","Закрывающий шлюз, объединяющий потоки шага 12 и 24 процесса"
26,Система,__,__,Установлены основания для удовлетворения требований? Эксклюзивный шлюз,"","Система анализирует, были ли установлены основания для удовлетворения требования о взыскании обязательных платежей и санкций?Если «Да», то переход к шагу 35Если «Нет, то переход к шагу 27"
27,Система,__,__,Какие основания? Не эксклюзивный шлюз,"","Не эксклюзивный шлюз, показывает возможность движения по процессу И/ИЛИ. Система предлагать пользователю указать основания для отказа в удовлетворении требования, проставив чек боксы напротив необходимых оснований. "
28,Судья,__,__,Установить отсутствие доказанности факта задолженности/размер долга,"",Судья выбирает основание для отказа в удовлетворении - отсутствие доказанности факта задолженности/размер долга.
29,Судья,__,__,Установить нарушение порядка начисления и (или) взыскания,"",Судья выбирает основание для отказа в удовлетворении- нарушение порядка начисления и (или) взыскания
30,Судья,__,__,Установить нарушение сроков обращения в суд,"",Судья выбирает основание для отказа в удовлетворении- нарушение сроков обращения в суд
31,Судья,__,__,Установить факт добровольной уплаты должником,"",Судья выбирает основание для отказа в удовлетворении - факт добровольной уплаты должником
32,Судья,__,__,Установить отсутствие полномочий у органа на вынесение,"",Судья выбирает основание для отказа в удовлетворении - отсутствие полномочий у органа на вынесение
33,Система,__,__,Закрывающий шлюз,"",Закрывающий шлюз для шага 27 процесса
34,Система,__,__,Сохранить основания для отказа в удовлетворении требования,"","Система сохраняет основания для отказа в удовлетворении требований заявителя, указанные судьей."
35,Система,__,__,Требования удовлетворены полностью? Эксклюзивный шлюз,"","Система анализирует, если установлены основания для удовлетворения требования о взыскании обязательных платежей и санкций, были ли они удовлетворены в полном объеме?Если «Да», то переход к шагу 38Если «Нет», то переход к шагу 36"
36,Судья,__,__,"Указать, в какой части требования удовлетворены","","Судья указывает в системе на те требования, которые подлежат удовлетворению"
37,Судья,__,__,"Указать, в какой части в удовлетворении отказано","","Судья указывает в системе, в какой части требований в удовлетворении отказано"
38,Система,__,__,Закрывающий шлюз,"",Закрывающий шлюз для шага 35 процесса
39,Система,__,__,Указать общий размер взыскиваемой суммы,"","Система на основе анализа, данных из карточки дела и провалидированных выводов судьей сохраняет в отчете общий размер взыскиваемой суммы"
40,Система,__,__,Указать размер основной задолженности,"","Система на основе анализа, данных из карточки дела и провалидированных выводов судьей сохраняет в отчете размер основной задолженности"
41,Система,__,__,Указать размер санкции,"","Система на основе анализа, данных из карточки дела и провалидированных выводов судьей сохраняет в отчете размер санкции"
42,Система,__,__,Закрывающий шлюз,"","Закрывающий шлюз, объединяющий потоки шага 23, шага 34 и шага 41 процесса"
43,Система,__,__,Сохранить данные,"",Система сохраняет все данные проведенного анализа для внесения их в отчет по правовой позиции по делу.
44,Система,__,__,Закрывающее событие,"",Система готова предложить пользователю решение по делу о взыскании обязательных платежей и санкций в виде сформированной позиции по делу после проведения анализа.
