(ЕПЦП) (elk:adm) Сервис администрирования ЕЛК
(ЕПЦП) (elk:home) Сервис главной страницы ЕЛК
(ЕПЦП) (elk:profile) Сервис страницы профиля пользователя
(ЕПЦП) (elk:ntf) Сервис уведомлений пользователю в ЕЛК
(ЕПЦП) (elk:nav) Сервис навигации по ЕЛК
(ЕПЦП) (elk:mdr) Сервис «Мои дела»
(ЕПЦП) (elk:mt) Сервис «Мои задачи»
(ЕПЦП) (elk:md) Сервис «Мои документы»
(ЕПЦП) (elk:sud-card) Сервис карточки суда
(ЕПЦП) (elk:delo-card) Сервис карточки судебного дела
(ЕПЦП) (elk:doc-card) Сервис карточки документа
(ЕПЦП) (JR) Подсистема судебный запросов
(ЕПЦП) (DTE) Сервис формирования шаблонов документов
(ЕПЦП) (QNA) Сервис справочной информации
(ЕПЦП) (UI) UI-kit
(ЕПЦП) (SDR) Картотека судебных дел
(ЕПЦП) (CAL) Сервис календаря
(ЕПЦП) (ARB) Сервис арбитражных дел
(ЕПЦП) (PART) Сервис обеспечения работы с участниками судебного процесса
(ЕПЦП) (ACAS) Сервис автоматического распределения дел
(ЕПЦП) (ARCH) Сервис управления архивом судебных дел
(ЕПЦП) (CRIMR) Сервис учета судимости
(ЕПЦП) (PLAND) Сервис планирования деятельности сотрудников суда
(ЕПЦП) (ECS) Сервис контроля исполнения судебных актов
(ЕПЦП) (1С:SAS) Сервис аудита судебных участков
(ЕПЦП) (1С:FAS) Сервис обеспечения финансовой деятельности
(ЕПЦП) (1С:HMS) Сервис кадрового делопроизводства
(ЕПЦП) (1С:RMS) Сервис управления материально-техническими ресурсами
(ЕПЦП)(DPSS)Сервис обеспечения обработки документов
(ЕПЦП) (1С:PMS) Сервис управления недвижимостью
(ЕПЦП) (1С:BUH) Сервис обеспечения бухгалтерской деятельности
(ЕПЦП) (DLS) Сервис обучения и повышения квалификации судей
(ЕПЦП) (ITSM) Сервис управления инцидентами
(ЕПЦП) (UCO) Сервис учёта и контроля оплат и начислений
(ЕПЦП) (PLZ) Сервис планирования заседаний
(ЕПЦП) (PRZ) Сервис обеспечения проведения заседаний
(ЕПЦП) (UUZ) Сервис учёта участников заседаний
