(ЕПЦП) (VAZ) Сервис видео-аудио фиксации заседаний
(ЕПЦП) (SYNTR) Сервис обеспечения синхронного перевода
(ЕПЦП) (KIOSK) Сервис обеспечения информационных киосков и киосков самообслуживания
(ЕПЦП) (NAV) Сервис навигации по зданиям судов
(ЕПЦП) (KFK) Сервис управления очередями сообщений
(ЕПЦП) (ORC) Сервис управления процессами
(ЕПЦП) (EVNT) Сервис управления прикладными событиями
(ЕПЦП) (UTM) Менеджер пользовательских задач
(ЕПЦП) (WRK) Обработчик задач
(ЕПЦП) (NTF) Центр уведомлений
(ЕПЦП) (ILIS) Сервис обеспечения межконтурного взаимодействия
(ЕПЦП)(MPGUI)Сервис взаимодействия с МПГУ
(ЕПЦП) (ESIAI) Сервис взаимодействия с ЕСИА
(ЕПЦП) (EBSI) Сервис взаимодействия с ЕБС
(ЕПЦП)(FGISI)Сервисы обеспечения взаимодействия с ФГИС
(ЕПЦП) (FEAI) Сервисы обеспечения взаимодействия с ИС ФОИВ
(ЕПЦП) (MEAI:MSK) Сервисы обеспечения взаимодействия с ИС ОИВ Москвы
(ЕПЦП) (FOI) Сервисы обеспечения взаимодействия с ИС ведомств
(DDS) Сервис распределения дел
(ЕПЦП) (PRF) Сервис профиля
(ЕПЦП) (RDB) Сервис хранения структурированных данных
(ЕПЦП) (FDB) Сервис хранения файлов
(ЕПЦП) (FTS) Сервис полнотекстового поиска
(ЕПЦП) (ehd:uc) Универсальный контроллер объектов в ЕХД
(ЕПЦП) (ECM) Подсистема Управления Документами
(ЕПЦП) (NSI) Сервис НСИ
(ЕПЦП) (VAL) Библиотека валидаторов
(ЕПЦП) (KFKR) Сервис реестра схем
"(ЕПЦП) (SBI) Сервис ""Аналитические панели"""
(ЕПЦП)(ADW) Сервис аналитического хранилища данных
(ЕПЦП)(DG) Сервис каталогизации и происхождения данных
(ЕПЦП)(DQ) Сервис контроля качества данных
(ЕПЦП)(RRS) Сервис формирования регламентной отчётности
(ЕПЦП)(UR) Сервис формирования пользовательских аналитических отчётов
(ЕПЦП)(WA) Сервис аналитики рабочей нагрузки
(ЕПЦП)(EIM) Сервис мониторинга внешних показателей
(ЕПЦП) (ERREC) Сервис анализа типовых ошибок и персонализированных рекомендаций по улучшению работы
(ЕПЦП) (MLAI) Сервис нейронных сетей и моделей машинного обучения
"(ЕПЦП) (ICH) Сервис ""Интеграционный кеш"""
(ЕПЦП) (SCM) Сервис управления ситуационным центром
(ЕПЦП) (LTMC) Сервис коллектора
(ЕПЦП) (LTMМ) Сервис управления метриками
(ЕПЦП) (PMT) Сервис сбора метрик
(ЕПЦП) (LTML) Сервис журналирования
(ЕПЦП) (LTMT) Сервис трассировки
(ЕПЦП) (LTMG) Сервис мониторинга
(ЕПЦП) (DOJ) Сервис определения подсудности
(ЕПЦП) (DGN) Сервис формирования документов
(ЕПЦП) (JUC) Сервис юридического калькулятора
(ЕПЦП) (OCR) Сервис распознавания документов
(DCC) Сервис проверки корректности пакета документов
(ЕПЦП) (DOCSA) Сервис поиска и анализа судебных документов
(ЕПЦП) (INFSA) Сервис поиска и анализа правовой информации
(ЕПЦП) (EASS) Сервис электронного ассистента
(ЕПЦП) (IAM) Сервис идентификации и аутентификации
(ЕПЦП) (SGN) Сервис электронной подписи
(ЕПЦП) (ISM) Сервис мониторинга ИБ
(ЕПЦП) (LDP) Сервис управления пользователями
(ЕПЦП) (AV) Сервис антивирусной защиты
(ЕПЦП) (FW) Сервис межсетевого экранирования
(ЕПЦП) (ISL) Сервис журналирования ИБ
(ЕПЦП) (VPN) Сервис виртуальных частных сетей
(ЕПЦП) (MASK) Сервис маскирования данных
(ЕПЦП) (DSO) Сервисы обеспечения безопасной разработки
(ЕПЦП) (KUB) Сервис управления контейнерами
(ЕПЦП) (GIT) Сервис репозитория исходных кодов
(ЕПЦП) (NEX) Сервис репозитория образов контейнеров
"(ЕПЦП) (mpgu:srd) Сервис ""Картотека опубликованных судебных дел"""
(ЕПЦП) (OBS) Сервис обеспечения вовлечения и адаптации пользователей судебной системы
(ЕПЦП) (PJPS) Сервис поддержки профессиональных участников судебного процесса
(ЕПЦП) (MRA) Сервис управления доверенностями
(ЕПЦП) (mpgu:doc:clm) Сервис подачи жалоб в суд
"(ЕПЦП) (mpgu:doc:mhr) Сервис ""Мои ходатайства"""
"(ЕПЦП) (mpgu:doc:mcr) Сервис ""Мои жалобы"""
(ЕПЦП) (mpgu:doc:send) Сервис подачи документов в суд
(ЕПЦП) (mpgu:doc:dar) Сервис запроса участником доступа к делу
(ЕПЦП) (mpgu:doc:mdr) Мои дела
(ЕПЦП) (mpgu:doc:delo_card) Сервис карточки судебного дела
(ЕПЦП) (mpgu:doc:filing-card) Сервис карточки заявления
(ЕПЦП) (mpgu:doc:filings) Мои заявления
(ЕПЦП) (JUCG) Сервис юридического калькулятора для граждан
(ЕПЦП) (PAYGP) Сервис обеспечения оплаты государственной пошлины
(ЕПЦП) (SOWC) Сервис обеспечения проведения веб-конференций
(ЕПЦП) (IAM-PUB) Сервис идентификации и аутентификации открытого контура
(ЕПЦП) (SGN-PUB)Сервис обеспечения ЭП открытого контура
(ЕПЦП) (pdp-client) Сервис взаимодействия с МПГУ открытого контура
(ЕПЦП) (ISL-PUB) Сервис журналирования ИБ открытого контура
(ЕПЦП) (ISM-PUB) Сервис мониторинга ИБ открытого контура
(ЕПЦП) (SDP) Сервис обеспечения синхронной обработки данных в заменяемых системах
