№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
20,Система,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",Позиция по делу,Сохранить нарушение прав и законных интересов заявителя,—,"Система сохраняет/дополняет позицию, сформированную при установлении нарушения прав и законных интересов заявителя."
21,Суд,—,—,Инклюзивный шлюз,—,"Инклюзивный закрывающий шлюз, объединяющий потоки из 18-го, 19-го, 20-го шага"
22,Суд,—,—,"Рассматривался вопрос об оспаривании НПА, решений органов/должностных лиц?Эксклюзивный открывающий шлюз",—,"Рассматривался вопрос об оспаривании НПА, решений органов/должностных лиц?Если да, то переход к шагу 23.Если нет, то переход к шагу 25"
23,Система,Позиция по делу,Позиция по делу дополнена,Указать на признание акта недействительным/решения незаконным,—,Система добавляет в заготовку позиции стандартные положения о признании акта недействительным/решения незаконным.
24,Суд,Позиция по делу,Позиция по делу дополнена,Указать на обязанность устранить допущенные нарушения,—,Судья добавляет в заготовку позиции положения об обязанности устранить допущенные нарушения.
25,Система,Позиция по делу,Позиция по делу дополнена,Указать на признание действий (бездействий) незаконными,—,Система добавляет в заготовку позиции стандартные положения о признании действий (бездействий) незаконными.
26,Суд,—,—,Какую обязанность органа/должностного лица нужно указать?Инклюзивный шлюз,—,Какую обязанность органа/должностного лица нужно указать?Переходы: к шагу 27; к шагу 28; к шагу 29
27,Суд,Позиция по делу,Позиция по делу дополнена,Обязать совершить определенные действия,—,Судья добавляет в заготовку позиции положения об обязанности совершить определенные действия.
28,Суд,Позиция по делу,Позиция по делу дополнена,Обязать принять решение,—,Судья добавляет в заготовку позиции положения об обязанности принять решение.
29,Суд,Позиция по делу,Позиция по делу дополнена,Обязать иным образом устранить допущенные нарушения,—,Судья добавляет в заготовку позиции положения об обязанности иным образом устранить допущенные нарушения.
30,Суд,—,—,Инклюзивный шлюз,—,"Инклюзивный закрывающий шлюз, объединяющий потоки из 27-го, 28-го, 29-го шага."
31,Суд,Позиция по делу,Позиция по делу дополнена,Определить срок для совершения действия,—,Судья определяет срок для совершения действия и добавляет его в позицию. 
32,Суд,—,—,Эксклюзивный шлюз,—,"Эксклюзивный закрывающий шлюз, объединяющий потоки из 24-го, 31-го шага"
33,Суд,—,—,Нужно указать на необходимость сообщить об исполнении решения суда?Эксклюзивный шлюз,—,"Нужно указать на необходимость сообщить об исполнении решения суда?Если да, то переход к шагу 34.Если нет, то переход к шагу 35"
34,Суд,Позиция по делу,Позиция по делу дополнена,Указать на необходимость сообщить об исполнении решения суда,—,Судья добавляет в позицию указание о необходимости сообщить об исполнении решения суда.
35,Суд,—,—,Эксклюзивный шлюз,—,"Эксклюзивный закрывающий шлюз объединяющий потоки из 33-го, 34-го шага."
36,Суд,—,—,Необходимо определить срок исполнения?Эксклюзивный шлюз,—,"Необходимо определить срок исполнения?Если да, то переход к шагу 37.Если нет, то переход к шагу 38"
37,Система,Позиция по делу,Позиция по делу дополнена,Определить срок исполнения,—,"Система указывает стандартный для такого рода дел срок, а судья далее в процессе может его проверить и пересмотреть."
38,Суд,—,—,Эксклюзивный шлюз,—,"Эксклюзивный закрывающий шлюз, объединяющий потоки из 36-го, 37-го шага"
39,Система,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",Позиция по делу ,Сохранить данные,—,"Система сохраняет результаты проведенных проверок, выводы и позицию в деле. "
40,Суд,—,—,Сделаны выводы о будущем решении по делу,—,Завершение процесса. Сделаны выводы о будущем решении по делу.
