№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
0,Суд,—,—,Возникла необходимость рассмотреть дело по гл. 24 АПК РФ по существу,—,"Судья принимает решение о необходимости рассмотрения дела об оспаривании ненормативных правовых актов, решений и действий (бездействия) органов власти по существу."
1,Суд,—,—,Параллельный шлюз,—,"Параллельный открывающий шлюз, разделяющий поток на 2-й, 3-й, 4-й, 5-й, 6-й шаги."
2,Система,Материалы дела,Вывод системы,Проверить наличие полномочий,—,"Система проверяет наличие полномочий у органа или должностного лица, принявшего оспариваемый акт, решение или совершившего оспариваемые действия (бездействие)."
3,Система,Материалы дела,Вывод системы,Проверить оспариваемый акт/его отдельные положения,—,Система проверяет оспариваемый акт или его отдельные положения.
4,Система,Материалы дела,Вывод системы,Проверить оспариваемые решения,—,Система проверяет оспариваемые решения.
5,Система,Материалы дела,Вывод системы,Проверить действие (бездействие) органов,—,Система проверяет действия (бездействие) органов.
6,Система,Материалы дела,Вывод системы,Проверить соответствие закону/иному НПА,—,"Система устанавливает соответствие оспариваемых актов, решений, действий (бездействия) закону или иному нормативному правовому акту."
7,Суд,—,—,Параллельный шлюз,—,"Параллельный закрывающий шлюз, объединяющий потоки из 2-го, 3-го, 4-го, 5-го, 6-го шага."
8,Суд,Вывод системы,Вывод системы (подтвержденные),ТБП139.Проверить выводы системы,—,"Переход в типовой процесс ""Проверить выводы системы"". Судья проверяет выводы системы и имеет возможность внести в них коррективы. Дальнейшие действия системы основываются на подтверждении выводов судьей."
9,Суд,—,—,Параллельный шлюз,—,"Параллельный открывающий шлюз, разделяющий поток на 10-й, 11-й, 12-й шаги."
10,Суд,Вывод системы (подтвержденные) и Материалы дела,Выводы судьи,Установить их соответствие закону/иному НПА,—,"Судья устанавливает соответствие оспариваемых актов, решений, действий (бездействия) закону или иному нормативному правовому акту."
11,Суд,Вывод системы (подтвержденные) и Материалы дела,Выводы судьи,Установить наличие полномочий,—,"Судья устанавливает наличие полномочий у органа или должностного лица, принявшего оспариваемый акт, решение или совершившего оспариваемые действия (бездействие)."
12,Суд,Вывод системы (подтвержденные) и Материалы дела,Выводы судьи,Установить отсутствие нарушения законных интересов заявителя,—,Судья устанавливает отсутствие нарушения прав и законных интересов заявителя в сфере предпринимательской и иной экономической деятельности.
13,Суд,—,—,Параллельный шлюз,—,"Закрывающий шлюз, объединяющий потоки из 10-го, 11-го, 12-го шага"
14,Суд,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",—,Акт законен и права не нарушены?Эксклюзивный шлюз,—,"Акт законен и права не нарушены?Если да, то переход к шагу 15.Если нет, то переход к шагу 17"
15,Система,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",Позиция по делу (отказ),Сохранить основания для отказа в удовлетворении требований,—,"Система сохраняет результаты проверок и выводы, формирует позицию по делу."
16,Суд,—,—,Сделаны выводы о будущем решении по делу,—,Завершение процесса. Сделаны выводы о будущем решении по делу
17,Суд,—,—,Инклюзивный открывающий шлюз,—,Инклюзивный шлюз
18,Система,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",Позиция по делу,Сохранить  действие за пределами полномочий,—,"Система сохраняет/дополняет позицию, сформированную при установлении факта действия госоргана за пределами полномочий."
19,Система,"Вывод системы (подтвержденные), выводы судьи и Материалы дела ",Позиция по делу,Сохранить противоречие акта закону/иному НПА,—,"Система сохраняет/дополняет позицию, сформированную при установлении противоречия акта закону/иному НПА."
