№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
23,Судья,—,—,Требуется проверить полномочия?Эксклюзивный шлюз.,—,"Проверка необходимости проверки полномочия лица.Автоматическая проверка наличия представителейОдним из оснований оставления заявления без рассмотрения является подписание его лицом, не имеющим права подписывать его (п. 7 ч.1 ст. 148 АПК). В проверку полномочий входит в том числе проверка полномочия на подписание конкретным лицом заявления.Если «Да» - переход к шагу 24,Если «Нет» - переход к шагу 26"
24,Судья,"Доверенность, иные идентифицирующие документы",Результат проверки полномочий,ТБП58.Проверить полномочия ЛУВД,—,"Переход к типовому процессу «Проверить полномочия ЛУВД».Автоматическая проверка полномочий лицаВ рамках процесса осуществляется проверка действительности полномочий лица с проверкой всех необходимых идентифицирующих документов, доверенностей и прочее. Проверка осуществляется в зависимости от категории лица, подавшего заявление (представитель по доверенности, законный представитель недееспособных граждан и т.д.)"
25,Судья,Результат проверки полномочий,—,Полномочия подтверждены?Эксклюзивный шлюз.,—,"Автоматическая обработка результатов проверкиЕсли «Да» - переход к шагу 26,Если «Нет» - переход к шагу 33"
26,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
27,Судья,—,—,Требуется проверить право на подачу?Эксклюзивный шлюз.,—,"Одним из оснований оставления заявления без рассмотрения является отсутствие у лица права на подачу (например, у представителя в доверенности не указано право подавать документы в суд).Автоматическая проверка категории заявителяЕсли «Да» - переход к шагу 28,если «Нет» - переход к шагу 30"
28,Система,"Документы, подтверждающие право",Результат проверки права на подачу,Проверить наличие права на подачу,—,Система проверяет наличие у заявителя права на подачу заявления.Автоматическая проверка правосубъектности
29,Судья,Результат проверки права на подачу,—,Есть право на подачу?Эксклюзивный шлюз.,—,"Автоматическая обработка результатовЕсли «Да» - переход к шагу 30,Если «Нет» - переход к шагу 32"
30,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
31,Судья,—,Результат проверки ЭП,ТБП8.Проверить ЭП,—,"Переход к типовому процессу «Проверить ЭП».В рамках процесса происходит проверка наличия и действительности электронной подписи (посредством, в том числе, проверки штампа об ЭЦП).Проверка осуществляется с использованием ИС суда."
32,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
33,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
34,Судья,—,—,Дело из гражданских и иных правоотношений?Эксклюзивный шлюз.,—,"Судья определяет категорию правоотношений, из которых рождено дело.Автоматическая классификация правоотношенийЕсли «Да» - переход к шагу 35,Если «Нет» - переход к шагу 46"
35,Судья,—,—,СЗ было проведено дважды или более?Эксклюзивный шлюз.,—,"Согласно п. 9 ч. 1 ст. 148 АПК РФ, одним из оснований для оставления без рассмотрения является отсутствие повторной явки истца на СЗ, в том числе по вызову суда (в случае отсутствия ходатайства). В связи с этим, необходимо проверить его явку в случаях, когда имело место быть несколько СЗ (от двух и более).Если «Да» - переход к шагу 36,Если «Нет» - переход к шагу 37"
36,Система,Протоколы судебных заседаний,Результат проверки явки на повторное СЗ,Проверить явку истца на повторное СЗ,—,Система проверяет явку истца на повторное судебное заседание.
37,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
38,Судья,Протоколы судебных заседаний,—,Истец обеспечил явку в СЗ?Эксклюзивный шлюз.,—,"Судья осуществляет проверку явки истца в судебное заседание.Если «Да» - переход к шагу 45,Если «Нет» - переход к шагу 39"
39,Судья,Ходатайства истца,—,Истец заявлял ходатайство о рассмотрении в свое отсутствие?Эксклюзивный шлюз.,—,"Согласно п. 9 ч. 1 ст. 148 АПК РФ, если истец повторно не явился на СЗ, есть необходимость проверить наличие ходатайства о рассмотрении в его отсутствие. Если такого ходатайства нет, это является основанием для оставления без рассмотрения.Судья осуществляет проверку наличия ходатайства истца о рассмотрении дела в его отсутствие.Если «Да» - переход к шагу 44,Если «Нет» - переход к шагу 40"
40,Судья,—,—,Ответчик требует рассмотрение дела по существу?Эксклюзивный шлюз.,—,"Согласно п. 9 ч. 1 ст. 148 АПК РФ, если истец не явился на повторное СЗ и не представил ходатайство, а ответчик не требует рассмотрения по существу, это является основанием для оставления без рассмотрения в связи с утратой интереса лиц к предмету иска.Судья осуществляет проверку позиции ответчика относительно рассмотрения дела по существу.Если «Да» - переход к шагу 43,Если «Нет» - переход к шагу 41"
41,Система,—,—,Установить утрату интереса к предмету иска,—,Система устанавливает утрату истцом и ответчиком интереса к предмету иска.Автоматическое формирование оснований
42,Судья,—,—,Установить основания для оставления без рассмотрения,—,Судья устанавливает основания для оставления заявления без рассмотрения в связи с положениями п. 9 ч. 1 ст. 148 АПК РФ. Автоматическое обобщение оснований
43,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
44,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
45,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
46,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
47,Судья,—,—,Заявление по вопросу компетенции третейского суда?Эксклюзивный шлюз.,—,"Если заявление затрагивает компетенцию третейского суда, тогда заявление будет принято к производству только в том случае, если разбирательство в третейском суде еще не завершено. В противном случае — заявление будет оставлено без рассмотрения.Если «Да» - переход к шагу 48,Если «Нет» - переход к шагу 52"
48,Система,—,Результат проверки статуса третейского разбирательства,Проверить завершение третейского разбирательства,—,Система проверяет статус третейского разбирательства. Для принятия заявления оно не должно быть завершено.
49,Судья,—,—,Разбирательство завершено?Эксклюзивный шлюз.,—,"Если «Да» - переход к шагу 50,Если «Нет» - переход к шагу 51"
50,Система,Результат проверки статуса третейского разбирательства,—,Установить основания для оставления без рассмотрения,—,Система устанавливает основания для оставления без рассмотрения при завершенном третейском разбирательстве.
51,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
52,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
53,Судья,—,—,Параллельный шлюз.,—,Параллельный шлюз для координации процессов. Объединение результатов всех проверок.
54,Система,Выводы системы по проверками и сами проверки, Создано событие с отчетом ,Завершить анализ дела и сформировать выводы,—,Система собирает данные всех проверок и создает событие с результатами
55,Система, Создано событие с отчетом ,Уведомление пользователя,Уведомить пользователя,—,Система в событии отмечает пользователя о готовности отчета.
56,Судья,Уведомление пользователя,Вывод пользователя,ТБП139.Проверить выводы системы,—,"Переход в типовой процесс ""Проверить выводы системы"""
57,Судья,—,Результат проверки по иным основаниям,"Проверить иные основания, предусмотренные АПК",—,"Согласно п. 2 ст. 148 АПК РФ, Арбитражный суд оставляет исковое заявление без рассмотрения по иным основаниям, предусмотренным АПК РФ.Судья проверяет иные основания для оставления без рассмотрения."
58,Судья,Анализ выводов ,Решение судьи,Принять решение,—,Судья принимает решение
59,Судья,—,—,Есть основания для оставления без рассмотрения?,"","Если «Да» - переход к шагу 62,Если «Нет» - переход к шагу 60"
60,Система,Результаты проверок,Вывод об отсутствии оснований для оставления без рассмотрения,Установить отсутствие оснований для оставления без рассмотрения,—,Судья устанавливает отсутствие оснований для оставления заявления без рассмотрения в случае успешного прохождения всех проверок.
61,Судья,—,—,Переход в основной процесс,—,"Переход к основному процессу. Все проверки пройдены, оснований не выявлено."
62,Судья,—,—,Требуется провести возврат госпошлины?Эксклюзивный шлюз.,—,"Согласно п. 3 ст. 333.40 НК РФ, основанием для возврата госпошлины является в том числе оставление судом заявления без рассмотрения.Автоматическая проверка оснований для возврата госпошлиныЧ. 1 ст. 149 АПК РФ гласит, что в итоговом определении судья решает вопрос о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 2 статьи 148 АПК РФ.Если «Да» - переход к шагу 63,Если «Нет» - переход к шагу 64"
63,Судья,Документы об уплате госпошлины,Определение о полном или частичном возврате госпошлины,ТБП41.Провести возврат госпошлины,—,Переход к типовому процессу «Провести возврат госпошлины».В рамках данного процесса осуществляется возврат уплаченной государственной пошлины на счет лица на основе соответствующих расчетов.Возврат госпошлины оформляется определением о полном или частичном возврате госпошлины.
64,Судья,—,—,Эксклюзивный шлюз.,—,Эксклюзивный закрывающий шлюз.
65,Судья,Основания для оставления,Определение об оставлении заявления без рассмотрения,ТБП80.Принять СА,—,"Переход к типовому процессу «Принять СА».В рамках данного процесса судья формирует и подписывает определение об оставлении заявления без рассмотрения. В определении должны быть указаны основания, ввиду которых принято решение. Также должно быть указано о возврате госпошлины, если он был. (ч. 1 ст. 149 АПК РФ)"
66,Канцелярия,—,Определение об оставлении заявления без рассмотрения,ТБП46.Направить документ,—,"Переход к типовому процессу «Направить документ», в рамках которого канцелярия производит действия по направлению принятого судом определениям лицам, участвующим в деле, для ознакомления. Автоматическая рассылка через электронные каналы связи"
67,Канцелярия,—,—,Вынесено определение об оставлении заявления без рассмотрения.Завершение процесса,—,Завершение процесса. Определение направлено лицам.
68,ЛУВД,Определение об оставлении заявления без рассмотрения,—,Получено уведомление о публикации определения,—,ЛУВД получает определение об оставлении заявления без рассмотренияАвтоматическое уведомление о получении
69,ЛУВД,Определение об оставлении заявления без рассмотрения,—,Ознакомиться в ЛК,—,ЛУВД изучает содержание определения.
70,Система,Дата и время ознакомления,Отправка данных в систему арбитражного суда,Отправить время ознакомления,—,Система отправляет данные о дате и времени ознакомления в систему арбитражного суда
71,ЛУВД,—,—,Есть основания для обжалования?Эксклюзивный шлюз.,—,"ЛУВД определяет наличие оснований для обжалования определения.Если «Да» - переход к шагу 72,Если «Нет» - переход к шагу 73"
72,ЛУВД,—,—,Переход к процессу апелляционного обжалования,—,Переход к процессу подачи апелляционной жалобы на определение об оставлении заявления без рассмотрения.
73,ЛУВД,—,—,Требуется повторное обращение?Эксклюзивный шлюз.,—,"Согласно п. 3 ст. 149 АПК РФ, оставление искового заявления без рассмотрения не лишает истца права вновь обратиться в арбитражный суд с заявлением в общем порядке после устранения обстоятельств, послуживших основанием для оставления заявления без рассмотрения.ЛУВД выявляет необходимость повторного обращения в суд.Если «Да» - переход к шагу 74,Если «Нет» - переход к шагу 75"
71,ЛУВД,—,—,Переход к процессу в зависимости от вида судопроизводства.Завершение процесса,—,Переход к соответствующему процессу судопроизводства для повторного обращения.
72,ЛУВД,—,—,ЛУВД ознакомлен с определением.Завершение процесса,—,Завершение процесса для ЛУВД при отсутствии необходимости в дальнейших действиях.
