№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
33,Заявитель, ,Заявление об отводе судьи,ТБП7.Подать документы в суд,до начала рассмотрения дела по существу,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель формирует и направляет заявление об отводе судьи. Отвод и самоотвод судьи регулируется правилами главы 3 АПК. Самоотвод или отвод должен быть мотивирован и заявлен до начала рассмотрения дела по существу. В ходе рассмотрения дела заявление о самоотводе или об отводе допускается только в случае, если основание самоотвода или отвода стало известно лицу, заявляющему самоотвод или отвод, после начала рассмотрения дела по существу.Процесс излишен при полном контроле системы"
34,Заявитель,—,—,Завершение подачи заявления,—,Процесс подачи заявления завершен
35,Судья,—,—,Возникла необходимость в отводе/самоотводе судьи,—,Судья принимает решение о самоотводе. Основания для отвода/самоотвода судьи регулируются ст. 21 АПК.
36,Судья,—,Определение об отводе/самоотводе,ТБП27.Отвод/самоотвод судьи,—,"Судья рассматривает вопрос об отводе или принимает самоотвод . Согласно ст. 24-26 АПК по итогам заявления отвода/самоотвода в случае единоличного рассмотрения, вопрос решается тем же судьей, в случае коллегиального-большинством голосов при удалении судьи, в отношении которого заявлен отвода/самоотвода. В результате отвода/самоотвода судья в заседании заменяется.Снижение количества заявлений об отводе за счет проверок на конфликты интересов"
37,Судья,—,—,Отвод/самоотвод совершен,—,Процесс отвода судьи завершен
38,Судья,—,—,Возникла необходимость в замене судьи,—,Судья принимает решение о необходимости замены
39,Судья,—,Определение о замене судьи,ТБП28.Заменить судью,—,"Судья принимает решение о замене судьи. Согласно ст 18 АПК в случае замены судьи, арбитражного заседателя в процессе рассмотрения дела судебное разбирательство должно быть произведено с самого начала. "
40,Судья,—,—,Замена судьи совершена.,—,Процесс замены судьи завершен
41,Заявитель,"",—,Возникла необходимость в  ускорении,—,"Согласно ч.6 ст 6.1 АПК В случае если после принятия искового заявления или заявления к производству арбитражного суда дело длительное время не рассматривается и судебный процесс затягивается, заинтересованные лица вправе обратиться к председателю арбитражного суда с заявлением об ускорении рассмотрения дела"
42,Заявитель,"",Заявление об ускорении рассмотрения дела,ТБП7.Подать документы в суд,"","Переход к типовому процессу ""Подать документы в суд"". В результате данного ТП Заявитель формирует и подает заявление об ускорении рассмотрения дела в судПодача документов в электронном виде через форму подачи документов в судСнижение количества заявлений об отводе за счет проверок на конфликты интересов"
43,Заявитель,"",—,Завершение процесса,—,Завершение процесса
44,Судья,Заявление об ускорении рассмотрения дела,"",Поступило заявление об ускорении,—,Судья принимает заявление об ускорении рассмотрения дела
45,Судья,Заявление об ускорении рассмотрения дела,Мотивированное определение об ускорении рассмотрения дела,Рассмотреть вопрос об ускорении,5 дней со дня поступления заявления,"Переход к типовому процессу ""Рассмотреть вопрос об ускорении"". В результате данного ТП Судья рассматривает заявление об ускорении рассмотрения дела.Согласно ч.7 ст 6.1 АПК По результатам рассмотрения заявления председатель арбитражного суда выносит мотивированное определение, в котором может быть установлен срок проведения судебного заседания по делу и (или) могут быть указаны действия, которые следует совершить для ускорения рассмотрения дела"
46,Судья,"","",Вопрос об ускорении дела рассмотрен судом,—,Завершение процесса
47,Судья,"","",Возникла необходимость в продлении срока рассмотрения дела,"",Возникла необходимость в продлении срока рассмотрения дела
48,Судья,"",Мотивированное заявление судьи о продлении срока рассмотрения,ТБП9.Рассмотреть вопрос о продлении срока рассмотрения,"","Переход к типовому процессу ""Рассмотреть вопрос о продлении срока рассмотрения дела"". Согласно ч. 1 ст. 152 АПК РФ дело должно быть рассмотрено арбитражным судом первой инстанции в срок, не превышающий шести месяцев со дня поступления заявления в арбитражный суд, включая срок на подготовку дела к судебному разбирательству и на принятие решения по делу. Однако согласно ч. 2 данной статьи срок может быть продлен на основании мотивированного заявления судьи, рассматривающего дело, председателем арбитражного суда, заместителем председателя арбитражного суда до девяти месяцев в связи с особой сложностью дела, со значительным числом участников арбитражного процесса. Срок, на который дело было приостановлено/отложено не включается в общий срок 6 месяцев.При полном контроле системы должно происходить автоматически"
49,Судья,"","",Вопрос о продлении срока рассмотрения дела рассмотрен судом,"",Завершение процесса
50,Судья,"","",Переход из ТП Переход к новому рассмотрению в зависимости от процесса,"",Переход из ТП Переход к новому рассмотрению в зависимости от процесса
51,Судья,"","",Создать новое рассмотрение,"","Переход к типовому процессу ""Создать новое рассмотрение"". В результате данного ТП судья создает новое рассмотрение"
52,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 53"
53,Судья,"","",ТБП142.Сформировать правовую позицию по делу,"","Переход к типовому процессу ""Сформировать правовую позицию по делу"". В результате данного ТП Система проводит автоматические проверки, анализирует материалы дела и судебную практику, формирует отчет для судьи.Внутри данного процесса ТП ""Оценить доказательства по делу""Судья формирует правовую позицию по делу (будет ли рассматривать дело по существу, прекратит, передаст по подсудности)"
54,Судья,"","",Чем завершается рассмотрение?Эксклюзивный шлюз,"",Определяется чем завершается рассмотрение. Переход к шагам 55-60
55,Судья,"",Определение о передаче дела по подсудности,ТБП65.Передать дело по подсудности,"","Переход к типовому процессу ""Передать дело по подсудности"". Правила подсудности регулируются ст. 39 АПК РФ. Согласно ч.1 данной статьи дело, принятое арбитражным судом к своему производству с соблюдением правил подсудности, должно быть рассмотрено им по существу, хотя бы в дальнейшем оно стало подсудным другому суду. Передача дела по подсудности регулируется ч.2 ст 39. В результате данного ТП дело передается по подсудности о передаче дела по подсудности выносится определение, которое может быть обжаловано в арбитражный суд апелляционной инстанции в десятидневный срок со дня его вынесения.При передаче по подсудности дело подлежит  архивированиюПри наличии встречного иска ""дело"" по встречному иску также передается по подсудности и подлежит архивированию"
56,Судья,"",Определение  об оставлении искового заявления без рассмотрения,ТБП110.Рассмотреть вопрос об оставлении без рассмотрения,—,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"" В результате этого ТП Судья принимает решение об оставлении заявления без рассмотренияОставление искового заявления без рассмотрения проводится согласно ст. 148-149 АПК.В случае оставления искового заявления без рассмотрения производство по делу заканчивается вынесением определения.В определении арбитражный суд указывает основания для оставления искового заявления без рассмотрения, а также решает вопрос о возврате государственной пошлины из федерального бюджета в случае, предусмотренном частью 2 статьи 148 настоящего Кодекса.Оставление искового заявления без рассмотрения не лишает истца права вновь обратиться в арбитражный суд с заявлением в общем порядке после устранения обстоятельств, послуживших основанием для оставления заявления без рассмотрения.  "
57,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 58"
58,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения. Архивировать электронное дело"
59,Судья,"","",Завершение процесса,"",Завершение процесса
60,Система,"","",Изменить порядок рассмотрения,"",Система изменяет порядок рассмотрения
61,Судья,"",Определение о переходе к рассмотрению дела в общем порядке искового производства,ТБП80.Принять СА,—,"Переход к типовому процессу ""Принять СА"" В результате этого ТП Судья принимает судебный акт по результатам рассмотрения заявления и выносит Определение о переходе к рассмотрению дела в общем порядке искового производства"
62,Судья,"", ,Переход в исковое производство,"",Переход в исковое производство
63,Судья,"","",ТБП140.Рассмотреть по существу,"","Переход к типовому процессу ""Рассмотреть заявление по существу""Согласно ст. 221 АПК РФ при подготовке дела к судебному разбирательству судья определяет круг заинтересованных по делу лиц, права которых может затронуть решение об установлении факта, имеющего юридическое значение, извещает этих лиц о производстве по делу, рассматривает вопрос о привлечении их к участию в деле, извещает о времени и месте судебного заседания.При рассмотрении дела об установлении факта, имеющего юридическое значение, арбитражный суд в судебном заседании проверяет, не предусмотрен ли законом или иным нормативным правовым актом иной внесудебный порядок установления данного факта, имелась ли у заявителя другая возможность получить или восстановить необходимые документы, устанавливает, порождает ли данный факт юридически значимые последствия для заявителя в связи с осуществлением им предпринимательской или иной экономической деятельности, выясняет, не затрагивает ли права других лиц установление требуемого факта, не возник ли спор о праве."
64,Судья,"","Решение по делу об установлении факта, имеющего юридическое значение",ТБП80.Принять СА,—,"Переход к типовому процессу ""Принять СА"". В результате данного ТП Судья принимает судебный акт- Решение по делу об установлении факта, имеющего юридическое значение. Согласно ч. 2 ст. 222 при удовлетворении судом заявления об установлении факта, имеющего юридическое значение, в резолютивной части решения указывается на наличие факта, имеющего юридическое значение, и излагается установленный факт"
65,Судья,"","",Ожидать вступление в законную силу 1 месяц,"",Ожидать вступление в законную силу 1 месяц
66,Заинтересованные лица,"Решение арбитражного суда об установлении факта, имеющего юридическое значение", ,Получено уведомление о вынесении решения , ,"Заинтересованные лица получают уведомление о решении по делу об установлении факта, имеющего юридическое значение"
67,Заинтересованные лица, , ,Ознакомиться, ,"Заинтересованные лица знакомятся с решением по делу об установлении факта, имеющего юридическое значение"
68,Заинтересованные лица, , ,Есть ли основание для обжалования?Эксклюзивный шлюз, ,"Заинтересованные лица определяют, есть ли основания для обжалованияДа: переход к шагу 69Нет: переход к шагу 70Апелляционное производство регулируется положениями гл. 34 АПК РФ. Согласно ст. 257 лица, участвующие в деле, а также иные лица вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу. Апелляционная жалоба подается через принявший решение в первой инстанции арбитражный суд, который обязан направить ее вместе с делом в соответствующий арбитражный суд апелляционной инстанции в трехдневный срок со дня поступления жалобы в суд или со дня составления мотивированного решения по делу, рассмотренному в порядке упрощенного производства."
69,Заинтересованные лица,"",—,Переход к процессу апелляционного обжалования,—,Переход к процессу апелляционного обжалования
70,Заинтересованные лица,"",—,"Лицо ознакомлено с СА, оснаваний для обжалования нет.",—,Завершение процесса
71,Заявитель,"Решение арбитражного суда об установлении факта, имеющего юридическое значение", ,Получено уведомление о вынесении решения , ,"Заявитель получает уведомление о решении по делу об установлении факта, имеющего юридическое значение"
72,Заявитель, , ,Ознакомиться, ,"Заявитель знакомится с решением по делу об установлении факта, имеющего юридическое значение"
73,Заявитель, , ,Есть ли основание для обжалования?Эксклюзивный шлюз, ,"Заявитель определяет, есть ли основания для обжалованияДа: переход к шагу 74Нет: переход к шагу 75Апелляционное производство регулируется положениями гл. 34 АПК РФ. Согласно ст. 257 лица, участвующие в деле, а также иные лица вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу. Апелляционная жалоба подается через принявший решение в первой инстанции арбитражный суд, который обязан направить ее вместе с делом в соответствующий арбитражный суд апелляционной инстанции в трехдневный срок со дня поступления жалобы в суд или со дня составления мотивированного решения по делу, рассмотренному в порядке упрощенного производства."
74,Заявитель,"",—,Переход к процессу апелляционного обжалования,—,Переход к процессу апелляционного обжалования
75,Заявитель,"",—,Требуется заверенная копия решения для исполнения?Эксклюзивный шлюз,—,Заявитель определяет требуется заверенная копия решения для исполненияДа: переход к шагу 80Нет: переход к шагу 78
76,Заявитель,"","",Ожидать исполнения в течение 1 месяца,"",Заявитель ожидает исполнения в течение 1 месяца
77,Заявитель,"","",Завершение процесса,"",Завершение процесса
78,Заявитель,"",Заявление о выдаче заверенной копии решения,ТБП7.Подать документы в суд,"",Переход к Типовому процессу «Подать документы в суд»Итогом этого ТП будет подготовленное и сформированное заявление о выдаче заверенной копии решения суда
79,Заявитель,"","",Завершение процесса,"",Завершение процесса
80,Канцелярия,"","",Получены документы,"",Получены документы
81,Канцелярия,"Заявление об установлении фактов, имеющих юридическое значение",Зарегистрированное заявление,ТБП53.Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день",Переход к типовому процессу «Принять входящий документ».При поступлении заявления в суд происходит регистрация входящего документа и его распределение судье (при необходимости). Результатом этого ТП будет являться зарегистрированный документ
82,Судья,"","",Эксклюзивный шлюз,"","Эксклюзивный шлюз, переход к шагу 85"
83,Судья,"","",ТБП91.Обратить СА к исполнению,"","Переход к типовому процессу «Обратить СА к исполнению» В результате этого ТП судья обращает определение к исполнению. Согласно ч.4 ст. 222 Решение арбитражного суда об установлении факта, имеющего юридическое значение, является основанием для регистрации такого факта или оформления прав, которые возникают в связи с установленным фактом, соответствующими органами и не заменяет собой документы, выдаваемые этими органами.Решение суда является основанием для регистрации установленного факта или права в соответствующих органах"
84,Судья,—,—,Ожидание передачи в архив в теч. 6 месяцев,"",Судья ожидает передачи в архив в течение 6 месяцев
85,Заявитель,—,Заявление о разъяснении решения,Возникла необходимость в разъяснении решения,—,Заявитель принимает решение о необходимости разъяснения решения
86,Заявитель,"",Заявление о разъяснении решения,ТБП7.Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"", в результате данного ТП Заявитель подает и формирует заявление о разъяснении в срок до приведения в исполнение решения суда и если не истек срок, в течение которого решение может быть принудительно исполнено в соответствии с ч.2 ст. 179"
87,Заявитель,—,—,Завершение подачи заявления,—,Процесс подачи заявления завершен
88,Судья,Заявление о разъяснении решения,—,Поступило заявление о разъяснении решения,—,Судья получает заявление о разъяснении решения
89,Судья,—,Определение о разъяснении,ТБП90.Рассмотреть вопрос о разъяснении СА,10 дней с момента поступления заявления,"Переход к типовому процессу ""Рассмотреть вопрос о разъяснении СА"" В результате данного ТП Судья рассматривает вопрос о разъяснении судебного акта без проведения судебного заседания и без извещения лиц, участвующих в деле и иных лиц"
90,Судья,—,—,Завершение рассмотрения заявления,—,Процесс рассмотрения заявления завершен
91,Заинтересованные лица,"",Основания для исправления опечаток/описок,Возникла необходимость в исправлении описок/опечаток,"","В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд, вынесший данное решение, с указанием ошибки/опечатки. Такое заявление впоследствии должно быть рассмотрено судом в течение 10-ти дней без проведения СЗ. При этом содержание СА  по существу, остается неизменным. По результатам рассмотрения заявления выносится определение, которое может быть обжаловано (ст. 179 АПК РФ)"
92,Заинтересованные лица,Основания для исправления опечаток/описок,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,—,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заинтересованные лица формирует заявление об исправлении описок/опечаток и направляет его в суд.Подача документов в электронном виде через форму подачи документов в судСнижение определение описок/опечаток за счет автоматизации в процессе подготовке СА"
93,Заинтересованные лица,—,—,Завершение процесса,—,Процесс подачи заявления завершен
94,Заявитель,"",Основания для исправления опечаток/описок,Возникла необходимость в исправлении описок/опечаток,"","В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд, вынесший данное решение, с указанием ошибки/опечатки. Такое заявление впоследствии должно быть рассмотрено судом в течение 10-ти дней без проведения СЗ. При этом содержание СА  по существу, остается неизменным. По результатам рассмотрения заявления выносится определение, которое может быть обжаловано (ст. 179 АПК РФ)"
95,Заявитель,Основания для исправления опечаток/описок,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,—,"Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель формирует заявление об исправлении описок/опечаток и направляет его в суд"
96,Заявитель,—,—,Завершение процесса,—,Процесс подачи заявления завершен
97,Судья,Заявление об исправлении описок/опечаток,—,Поступило заявление об исправлении описок/опечаток,—,Судья получает заявление об исправлении описок
98,Судья,—,Определение об исправлении,ТБП52.Рассмотреть вопрос об исправлении ошибок,10 дней с момента поступления заявления,"Переход к типовому процессу ""Рассмотреть вопрос о разъяснении СА"" В результате данного ТП Судья рассматривает вопрос об исправлении описок/опечаток судебного акта без проведения судебного заседания и без извещения лиц, участвующих в деле и иных лиц. При этом содержание СА по существу, остается неизменным. По результатам рассмотрения заявления выносится определение, которое может быть обжаловано (ст. 179 АПК РФ)Снижение определение описок/опечаток за счет автоматизации в процессе подготовке СА"
99,Судья,"","",Вопрос об исправлении ошибок рассмотрен судом,"",Завершение процесса
100,Заявитель,Основание для вынесения дополнительного решения,"",Возникла необходимость в дополнительном решении,—,"Заявитель принимает решение о необходимости дополнительного решения. Основания для вынесения дополнительного решения выносятся в соответствии с ч1. ст 178 АПК. Вопрос о принятии арбитражным судом дополнительного решения разрешается в судебном заседании. Лица, участвующие в деле, извещаются о времени и месте судебного заседания. Неявка надлежащим образом извещенных лиц не препятствует рассмотрению вопроса о принятии дополнительного решения. В результате рассмотрения выносится Дополнительное решение арбитражного суда и определение арбитражного суда об отказе в принятии дополнительного решения, оба могут быть обжалованы"
101,Заявитель,Основание для вынесения дополнительного решения,Заявление о вынесении дополнительного решения,ТБП7.Подать документы в суд,"","Переход к типовому процессу «Подать документы в суд», в рамках которого Заявитель/Истец формирует заявление о вынесении дополнительного решения"
102,Заявитель,—,—,Завершение подачи заявления,—,Процесс подачи заявления завершен
103,Судья,Заявление о вынесении дополнительного решения,—,Поступило заявление о вынесении дополнительного решения,—,Судья получает заявление о вынесении дополнительного решения
104,Судья,—,Дополнительное решение арбитражного суда/ определение арбитражного суда об отказе в принятии дополнительного решения,ТБП30.Рассмотреть вопрос о дополнительном решении,—,"Переход к типовому процессу ""Рассмотреть вопрос о дополнительном решении"" В результате данного ТП Судья рассматривает вопрос о вынесении дополнительного решения. Вопрос о принятии арбитражным судом дополнительного решения разрешается в судебном заседании. Лица, участвующие в деле, извещаются о времени и месте судебного заседания. Неявка надлежащим образом извещенных лиц не препятствует рассмотрению вопроса о принятии дополнительного решения. В результате рассмотрения выносится Дополнительное решение арбитражного суда и определение арбитражного суда об отказе в принятии дополнительного решения, оба могут быть обжалованы (ст. 178 АПК)"
105,Судья,—,—,Завершение процесса,—,Завершение процесса
106,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",ТБП89.Передать дело в архив,"","Переход к Типовому процессу ""Передать дело в архив"", результатом ТП является подготовка и передача судьей дела в архив после завершения рассмотрения"
107,Судья,"","",Завершение процесса,"",Завершение процесса
