№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
0,Помощник судьи,-,-,Появилась необходимость подготовить дело к передаче. Стартовое событие.,-,Помощник судьи принимает решение о необходимости подготовки дела к передаче.
1,Система,Данные по судебному/номенклатурному делу и материалам,Вывод системы,Проверить корректность заполнения данных по делу в ИС,-,Система согласно правил проверяет заполнение данных по делу и формирует рекомендацию
2,Помощник судьи,Вывод системы,Решение пользователя,ТБП139.Проверить выводы системы,-,Переход к типовому процессу «Проверить выводы системы». Результатом данного типового  процесса станет фиксация ошибок заполнения дела судебного или номенклатурного и подготовка данного дела для передачи.
3,Помощник судьи,Данные по делу,Электронная опись дела,ТБП49.Сформировать и подписать документ,-,"Переход к типовому процессу ""Сформировать и подписать документ"". Результатом данного процесса станет электронная опись дела"
4,Помощник судьи,-,-,ТБП112.Проверить правильность формирования и оформления дела,-,"Переход к типовому процессу ""Проверить правильность формирования и оформления дела"". Результатом станет оформленное дело для передачи."
5,Помощник судьи,-,Запись в реестре передачи,ТБП106.Передать документ,-,"Переход к типовому процессу ""Передать документ"". Результатом станет оформленное дело для передачи."
6,Помощник судьи,-,-,Дело готово к передаче.Завершение процесса,-,Дело готово к передаче.Завершение процесса
