№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
238,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
239,ЛУВД,-,-,"Кредиторы соблюдают ограничения в связи с реализацией, суд вправе ограничить выезд гражданина из РФ, все права в отношении имущества, составляющего конкурсную массу, осуществляются АУ, задолженность гражданина перед кредитной организацией признается безнадежной, ФНС вносит в ЕГРИП запись об утрате статуса ИП, лицензирующие органы аннулируют выданные ИП лицензии",-,"Завершение процесса: Кредиторы соблюдают ограничения в связи с реализацией, суд вправе ограничить выезд гражданина из РФ, все права в отношении имущества, составляющего конкурсную массу, осуществляются АУ, задолженность гражданина перед кредитной организацией признается безнадежной, ФНС вносит в ЕГРИП запись об утрате статуса ИП, лицензирующие органы аннулируют выданные ИП лицензии"
240,Судья,-,-,ТБП44.Назначить СЗ,-,"Переход к типовому процессу ""Назначить СЗ"""
241,ЛУВД,-,-,Возникла необходимость оспорить сделки (юридически значимые действия) должника,-,ЛУВД инициирует: возникла необходимость оспорить сделки (юридически значимые действия) должника
242,ЛУВД,-,-,Переход к процессу производство по обособленным спорам об оспаривании сделок должника ФЛ,-,ЛУВД переход к процессу производство по обособленным спорам об оспаривании сделок должника фл
243,ЛУВД,-,-,Получено уведомление о проведении  собрания кредиторов,-,ЛУВД инициирует: получено уведомление о проведении  собрания кредиторов
244,Судья,-,-,Собрание состоялось?,-,"Если да, то переход к шагу 246. Если нет, то переход к шагу 245"
245,ЛУВД,-,-,Собрание не состоялось,-,Завершение процесса: Собрание не состоялось
246,Судья,-,-,Принято решение об утверждении мирового соглашения?,-,"Если да, то переход к шагу 247. Если нет, то переход к шагу 253"
247,Судья,-,-,Банкротство ФЛ в случае его смерти?,-,"Если да, то переход к шагу 248. Если нет, то переход к шагу 249"
248,Судья,-,-,Истек срок на принятие наследства?,-,"Если да, то переход к шагу 249. Если нет, то переход к шагу 252"
249,Судья,-,-,"",-,Переход к шагу 250
250,ЛУВД,-,Мировое соглашение,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
251,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
252,ЛУВД,-,-,Мировое соглашение не может быть заключено,-,Завершение процесса: Мировое соглашение не может быть заключено
253,Судья,-,-,Принято решение о переходе к  реструктуризации долгов?,-,"Если да, то переход к шагу 254. Если нет, то переход к шагу 255"
254,ЛУВД,-,Ходатайство о переходе к  реструктуризации долгов,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
255,Судья,-,-,Требуется утвердить отчет о результатах реализации имущества гражданина?,-,"Если да, то переход к шагу 256. Если нет, то переход к шагу 258"
256,ЛУВД,-,"Отчет о результатах реализации имущества гражданина, Реестр требований кредиторов",ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
257,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
258,Судья,-,-,Ожидать завершения конкурсного производства,-,Судья ожидать завершения конкурсного производства
259,ЛУВД,-,-,Документ подан,-,Завершение процесса: Документ подан
260,Судья,-,-,переход к шагу 271,-,Судья переход к шагу 271
261,Канцелярия,-,-,Поступил документ,-,Канцелярия инициирует: поступил документ
262,Канцелярия,Документ,Зарегистрированный документ,ТБП53.Принять входящий документ,-,"Переход к типовому процессу ""Принять входящий документ"""
263,Помощник судьи,-,-,"",-,Переход к шагу 264
264,Помощник судьи,Материалы дела,-,ТБП66.Подготовиться к СЗ,-,"Переход к типовому процессу ""Подготовиться к СЗ"""
265,Судья,Материалы дела,-,ТБП68.Провести СЗ,-,"Переход к типовому процессу ""Провести СЗ"""
266,Система,-,-,Проанализировать дело,-,Система автоматически выполняет: проанализировать дело
267,Судья,Материалы дела,-,ТБП59.Оценить доказательства по делу,-,"Переход к типовому процессу ""Оценить доказательства по делу"""
268,Судья,-,-,"",-,"Параллельное выполнение шагов: 271, 269"
269,Судья,-,-,Рассмотреть отчет  о результатах реализации,-,Судья рассмотреть отчет  о результатах реализации
270,Судья,-,-,"",-,Переход к шагу 272
271,Судья,-,-,ТБП134.Рассмотреть вопрос о завершении реализации,-,"Переход к типовому процессу ""Рассмотреть вопрос о завершении реализации"""
272,Судья,-,-,Какой результат рассмотрения вопроса о завершении процедуры реализации?,-,"Переход к одному из шагов: 273, 274, 281, 305"
273,Судья,-,-,Переход к шагу 700,-,Судья переход к шагу 700
274,Судья,Материалы дела,Определение о продлении реализации имущества гражданина,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
275,Судья,-,-,переход в шаг 15,-,Судья переход в шаг 15
276,ЛУВД,-,-,Получено уведомление о продлении реализации имущества гражданина,-,ЛУВД инициирует: получено уведомление о продлении реализации имущества гражданина
277,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
278,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 279. Если нет, то переход к шагу 280"
279,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
280,ЛУВД,-,-,Лицо ознакомлено,-,Завершение процесса: Лицо ознакомлено
281,Судья,-,-,ТБП102.Рассмотреть вопрос об освобождении от обязательств,-,"Переход к типовому процессу ""Рассмотреть вопрос об освобождении от обязательств"""
282,Судья,-,-,Есть основания для освобождения гражданина от обязательств?,-,"Если да, то переход к шагу 283. Если нет, то переход к шагу 291"
283,Судья,-,-,Освобождаются от обязательств оба супруга?,-,Переход к шагу 285 или к шагу 284
284,Судья,Материалы дела,"Определение о завершении реализации имущества гражданина, освобождении гражданина и неприменении правил об освобождении в отношении другого гражданина",ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
285,Судья,Материалы дела,Определение о завершении реализации имущества гражданина и освобождении гражданина от исполнения обязательств,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
286,Судья,-,-,"",-,Переход к шагу 296
287,ЛУВД,-,-,Получено уведомление о завершении реализации имущества гражданина и освобождении гражданина от исполнения обязательств,-,ЛУВД инициирует: получено уведомление о завершении реализации имущества гражданина и освобождении гражданина от исполнения обязательств
288,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
289,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 290. Если нет, то переход к шагу 297"
290,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
291,Судья,Материалы дела,Определение о завершении реализации имущества гражданина и неприменении правила об освобождении гражданина от исполнения обязательств,ТБП80.Принять СА,-,"Переход к типовому процессу ""Принять СА"""
292,ЛУВД,-,-,Получено уведомление о завершении реализации имущества гражданина и неприменении правила об освобождении гражданина от исполнения обязательств,-,ЛУВД инициирует: получено уведомление о завершении реализации имущества гражданина и неприменении правила об освобождении гражданина от исполнения обязательств
293,ЛУВД,Материалы дела,-,Ознакомиться,-,ЛУВД ознакомиться
294,Судья,-,-,Есть ли основание для обжалования?,-,"Если да, то переход к шагу 295. Если нет, то переход к шагу 300"
295,Судья,-,-,Переход к процессу апелляционного обжалования,-,Судья переход к процессу апелляционного обжалования
296,Судья,-,-,ТБП91.Обратить СА к исполнению,-,"Переход к типовому процессу ""Обратить СА к исполнению"""
297,ЛУВД,-,-,Определение получено должником?,-,"Если да, то переход к шагу 298. Если нет, то переход к шагу 299"
298,ЛУВД,-,-,"Должник освобождается от обязательств, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)""",-,"Завершение процесса: Должник освобождается от обязательств, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)"""
299,ЛУВД,-,-,"АУ прекращает полномочия, требования кредиторов, заявленные в рамках процедур, не могут быть предъявлены должнику",-,"Завершение процесса: АУ прекращает полномочия, требования кредиторов, заявленные в рамках процедур, не могут быть предъявлены должнику"
300,ЛУВД,-,-,Определение получено должником?,-,"Если да, то переход к шагу 301. Если нет, то переход к шагу 303"
301,Судья,-,-,Гражданин действовал незаконно?,-,"Если да, то переход к шагу 304. Если нет, то переход к шагу 302"
302,ЛУВД,-,-,"Должник не освобождается от обязательств, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)""",-,"Завершение процесса: Должник не освобождается от обязательств, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)"""
303,ЛУВД,-,-,"АУ прекращает полномочия, требования кредиторов сохраняют силу и могут быть предъявлены должнику",-,"Завершение процесса: АУ прекращает полномочия, требования кредиторов сохраняют силу и могут быть предъявлены должнику"
304,ЛУВД,-,-,"Должник не освобождается от обязательств, живой должник привлекается к уголовной/административной ответственности, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)""",-,"Завершение процесса: Должник не освобождается от обязательств, живой должник привлекается к уголовной/административной ответственности, в отношении живого должника соблюдаются ограничения, предусмотренные ст. 213.30 ФЗ ""О несостоятельности (банкротстве)"""
305,Судья,-,-,ТБП64.Рассмотреть вопрос о прекращении производства по делу,-,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"""
306,Судья,-,-,"",-,Переход к шагу 317
307,ЛУВД,-,-,Возникла необходимость во взыскании судебных расходов,-,ЛУВД инициирует: возникла необходимость во взыскании судебных расходов
308,Судья,-,-,Переход в процесс рассмотрения заявления о взыскании судебных расходов,-,Судья переход в процесс рассмотрения заявления о взыскании судебных расходов
309,ЛУВД,-,-,Возникла необходимость в отмене обеспечительных мер,-,ЛУВД инициирует: возникла необходимость в отмене обеспечительных мер
310,Судья,-,-,Переход в процесс рассмотрения обеспечительных мер,-,Судья переход в процесс рассмотрения обеспечительных мер
311,ЛУВД,-,-,Возникла необходимость в исправлении описок/опечаток,-,ЛУВД инициирует: возникла необходимость в исправлении описок/опечаток
312,ЛУВД,-,Заявление об исправлении описок/опечаток,ТБП7.Подать документы в суд,-,"Переход к типовому процессу ""Подать документы в суд"""
313,ЛУВД,-,-,"",-,Завершение процесса
314,Канцелярия,-,-,Поступило заявление об исправлении описок/опечаток,-,Канцелярия инициирует: поступило заявление об исправлении описок/опечаток
315,Судья,-,-,ТБП52.Рассмотреть вопрос об исправлении ошибок,-,"Переход к типовому процессу ""Рассмотреть вопрос об исправлении ошибок"""
316,ЛУВД,-,-,Вопрос об исправлении ошибок рассмотрен судом,-,Завершение процесса
317,Судья,-,-,Ожидать 6 месяцев с даты вступления в законную силу СА,-,Судья ожидать 6 месяцев с даты вступления в законную силу са
318,Судья,-,-,ТБП89.Передать дело в архив,-,"Переход к типовому процессу ""Передать дело в архив"""
319,Судья,-,-,Дело передано в архив,-,Завершение процесса
