№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
10,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",Передать дело в архив,—,"Переход к типовому процессу ""Передать дело в архив"". Судья передает дело в архив после завершения рассмотрения"
11,Судья,—,—,Завершение процесса,—,Завершение процесса
12,Заинтересованное лицо,Определение о принятии к производству,—,Получено уведомление о принятии,—,Заинтересованное лицо получает уведомление о принятии заявления к производству
13,Заинтересованное лицо,—,—,Ознакомиться с материалами дела в ЛК,—,Заинтересованное лицо знакомится с материалами дела в личном кабинете
14,Заинтересованное лицо,—,—,Необходимо подать отзыв?,—,"Заинтересованное лицо определяет, необходимо ли подать отзыв на заявлениеДа: переход к шагу 16Нет: переход к шагу 15"
15,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
16,Заинтересованное лицо,—,Отзыв на заявление,Подать документы в суд,"Срок для предоставления отзыва, указанный в определении суда","Переход к типовому процессу ""Подать документы в суд"". Заинтересованное лицо формирует и подает отзыв на заявление"
17,Система,—,—,Ограничить подачу,—,Система автоматически ограничивает подачу документов
18,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
19,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
20,Иные ЛУВД,Определение о принятии к производству,—,Получено уведомление о принятии,—,Иные ЛУВД получает уведомление о принятии заявления к производству
21,Иные ЛУВД,—,—,Ознакомиться с материалами дела в ЛК,—,Иные ЛУВД знакомится с материалами дела в личном кабинете
22,Иные ЛУВД,—,—,Необходимо подать отзыв?,—,"Иные ЛУВД определяет, необходимо ли подать отзыв на заявлениеДа: переход к шагу 24Нет: переход к шагу 23"
23,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
24,Иные ЛУВД,—,Отзыв на заявление,Подать документы в суд,"Срок для предоставления отзыва, указанный в определении суда","Переход к типовому процессу ""Подать документы в суд"". Иные ЛУВД формирует и подает отзыв на заявление"
25,Система,—,—,Ограничить подачу,—,Система автоматически ограничивает подачу документов
26,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
27,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
28,Канцелярия,Отзывы на заявление,—,Поступили документы по делу,—,Канцелярия получает отзывы на заявление о разрешении разногласий
29,Канцелярия,Отзывы на заявление,Зарегистрированный документ,Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день","Переход к типовому процессу ""Принять входящий документ"". При поступлении документов в суд происходит регистрация входящего документа и его распределение судье"
30,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
31,Заинтересованное лицо,—,—,Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд"
32,Заинтересованное лицо,—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие,Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ","Переход к типовому процессу ""Подать документы в суд"". Заинтересованное лицо формирует и направляет ходатайство о рассмотрении дела в свое отсутствие"
33,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
34,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд"
35,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие,Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ","Переход к типовому процессу ""Подать документы в суд"". Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) формирует и направляет ходатайство о рассмотрении дела в свое отсутствие"
36,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Завершение процесса,—,Завершение процесса
37,Иные ЛУВД,—,—,Возникла необходимость в рассмотрении дела в своё отсутствие,—,"Если лицо не может присутствовать на судебном заседании по делу, оно имеет возможность заранее уведомить суд"
38,Иные ЛУВД,—,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие,Подать документы в суд,"Срок не установлен, но должно быть подано до проведения СЗ","Переход к типовому процессу ""Подать документы в суд"". Иные ЛУВД формирует и направляет ходатайство о рассмотрении дела в свое отсутствие"
39,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
40,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие,—,Поступил документ по делу,—,Канцелярия получает ходатайство о рассмотрении дела в отсутствие представителя
41,Канцелярия,Ходатайство о рассмотрении дела в отсутствие представителя/в свое отсутствие,Зарегистрированный документ,Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день","Переход к типовому процессу ""Принять входящий документ"". При поступлении ходатайства в суд происходит регистрация входящего документа"
42,Канцелярия,—,—,Завершение процесса,—,Завершение процесса
43,Заинтересованное лицо,—,—,Возникла необходимость привлечь к участию третьих лиц,—,Заинтересованное лицо принимает решение о необходимости привлечения третьих лиц к участию в деле
44,Заинтересованное лицо,Ходатайство о привлечении третьих лиц,"",Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заинтересованное лицо формирует и подает ходатайство"
45,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
46,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Возникла необходимость привлечь к участию третьих лиц,—,Заявитель принимает решение о необходимости привлечения третьих лиц к участию в деле
47,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),Ходатайство о привлечении третьих лиц,"",Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) формирует и подает ходатайство"
48,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Завершение процесса,—,Завершение процесса
49,Иные ЛУВД,—,—,Возникла необходимость привлечь к участию третьих лиц,—,Иные ЛУВД принимают решение о необходимости привлечения третьих лиц к участию в деле
50,Иные ЛУВД,Ходатайство о привлечении третьих лиц,"",Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Иные ЛУВД формирует и подает ходатайство"
51,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
52,Суд,Ходатайство о привлечении третьих лиц,—,Возникла необходимость привлечь третьих лиц к участию в деле,—,Суд получает ходатайство
53,Суд,Ходатайство о привлечении третьих лиц,Определение о привлечении третьих лиц,Рассмотреть вопрос об изменении состава ЛУВД,—,"Переход к типовому процессу ""Рассмотреть вопрос об изменении состава ЛУВД"". Судья рассматривает ходатайство о привлечении третьих лиц к участию в деле и принимает соответствующее процессуальное решение"
54,Суд,—,—,Завершение процесса,—,Завершение процесса
55,Помощник судьи,Материалы дела,Подготовленные материалы к СЗ,Подготовиться к СЗ,"Четкий срок не установлен. Подготовка дела к судебному разбирательству проводится в срок, определяемый судьей","Переход к типовому процессу ""Подготовиться к СЗ"". Помощник судьи готовится к судебному заседанию"
56,Судья,—,"Определение о назначении СЗ, протокол",Провести СЗ,В разумный срок,"Переход к типовому процессу ""Провести СЗ"". Судья проводит судебное заседание для рассмотрения заявления о разрешении разногласий"
57,Судья,—,—,Требуется приостановить производство по заявлению?,—,"Судья определяет, требуется ли приостановить производство по заявлениюДа: переход к шагу 58Нет: переход к следующему шагу"
58,Судья,"Ходатайство о приостановлении, материалы дела",Определение о приостановлении,Рассмотреть вопрос о приостановлении,—,"Переход к типовому процессу ""Рассмотреть вопрос о приостановлении"". Судья рассматривает ходатайство о приостановлении производства по делу"
59,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
60,Судья,—,—,Требуется ли объединить ОС в одно производство?,—,"Судья определяет, требуется ли объединить обособленные споры в одно производствоДа: переход к шагу 61Нет: переход к шагу 64"
61,Судья,Заявление об объединении дел в одно производство,Определение об объединении дел в одно производство,Рассмотреть вопрос об объединение дел,—,"Переход к типовому процессу ""Рассмотреть вопрос об объединении дел"". Судья рассматривает целесообразность и основание для объединения нескольких дел в одно производство"
62,Судья,Заявление об объединении дел в одно производство,—,Данный ОС продолжает рассматриваться?,—,"Судья определяет, продолжает ли рассматриваться данное заявлениеДа: переход к следующему шагуНет: переход к шагу 63"
63,Судья,—,—,Завершение процесса,—,Завершение процесса
64,Судья,—,—,Требуется ли выделить требования в отдельное производство?,—,"Судья определяет, требуется ли выделить требования в отдельное производствоДа: переход к шагу 65Нет: переход к следующему шагу"
65,Судья,Заявление о выделении требования в отдельное производство,Определение о выделении требований в отдельное производство,Рассмотреть вопрос о разъединении дел,—,"Переход к типовому процессу ""Рассмотреть вопрос о разъединении дел"". Судья рассматривает целесообразность и основание для выделения требования в отдельное производство"
66,Судья,—,—,Параллельный шлюз,—,Новое зарегистрированное дело передается на АРПД. Производство в этом процессе для него завершается
67,Судья,—,—,Завершение процесса,—,Завершение процесса
68,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
69,Судья,—,—,Возникла необходимость в замене судьи,—,Возникла необходимость в замене судьи
70,Судья,—,Определение о замене судьи,Заменить судью,—,"Переход к типовому процессу ""Заменить судью"". Администрация заменяет судью в соответствии с требованиями АПК"
71,Судья,—,—,Завершение процесса,—,Завершение процесса
72,Судья,—,—,"Переход в ТП ""Переход к новому рассмотрению в зависимости от процесса""",—,"Система выполняет переход в типовой процесс ""Переход к новому рассмотрению в зависимости от процесса"""
73,Судья,—,—,Создать новое рассмотрение,—,Система создает новое рассмотрение дела
74,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
75,Судья,Материалы дела,Правовая позиция по делу,Сформировать правовую позицию по делу,—,"Переход к типовому процессу ""Сформировать правовую позицию по делу"". Судья формирует правовую позицию по делу"
76,Судья,—,Определение о передаче дела по подсудности,Передать дело по подсудности,—,"Переход к типовому процессу ""Передать дело по подсудности"". Судья передает дело по подсудности в соответствии с требованиями АПК"
77,Судья,—,Определение об оставлении искового заявления без рассмотрения,Рассмотреть вопрос об оставлении без рассмотрения,—,"Переход к типовому процессу ""Рассмотреть вопрос об оставлении без рассмотрения"". Судья принимает решение об оставлении заявления без рассмотрения"
78,Судья,—,Определение о прекращении производства,Рассмотреть вопрос о прекращении производства по делу,—,"Переход к типовому процессу ""Рассмотреть вопрос о прекращении производства по делу"". Судья принимает решение о прекращении производства"
79,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",Передать дело в архив,—,"Переход к типовому процессу ""Передать дело в архив"". Судья передает дело в архив после завершения рассмотрения"
80,Судья,—,—,Завершение процесса,—,Завершение процесса
81,Судья,Материалы дела,—,Рассмотреть по существу,—,"Переход к типовому процессу ""Рассмотреть по существу"". Судья рассматривает заявление о разрешении разногласий по существу"
82,Судья,—,—,Заявление удовлетворено?,—,"Судья определяет, удовлетворено ли заявление о разрешении разногласийДа: переход к шагу 83Нет: переход к шагу 84"
83,Судья,Материалы дела,"Определение об удовлетворении заявления о разрешении разногласий между арбитражным управляющим и лицами, участвующими в деле о банкротстве",Принять СА,3 месяца с даты поступления заявления,"Переход к типовому процессу ""Принять СА"". Судья принимает судебный акт об удовлетворении заявления о разрешении разногласий"
84,Судья,Материалы дела,"Определение об отказе в удовлетворении заявления о разрешении разногласий между арбитражным управляющим и лицами, участвующими в деле о банкротстве",Принять СА,3 месяца с даты поступления заявления,"Переход к типовому процессу ""Принять СА"". Судья принимает судебный акт об отказе в удовлетворении заявления о разрешении разногласий"
85,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
86,Судья,—,—,Параллельный шлюз,—,"Параллельный шлюз для координации процесса, переход к шагу 87"
87,Помощник судьи,Определение о разрешении разногласий,—,Направить документ,"1. Не позднее следующего дня после дня принятия СА – для направления электронного документа путем публикации в информационно-телекоммуникационной сети ""Интернет"".2. 5 дней со дня принятия решения - для СА, изготовленного только на бумажном носителе.3. 5 дней с момента получения ходатайства о необходимости выдать СА на бумажном носители если он был принят в форме электронного документа","Переход к типовому процессу ""Направить документ"". Помощник судьи направляет сторонам копии определения о разрешении разногласий"
88,Помощник судьи,—,—,Завершение процесса,—,Завершение процесса
89,Заинтересованное лицо,Определение о разрешении разногласий,—,Получено определение,—,Заинтересованное лицо получает определение о разрешении разногласий
90,Заинтересованное лицо,—,—,Ознакомиться,—,Заинтересованное лицо знакомится с определением о разрешении разногласий
91,Заинтересованное лицо,—,—,Есть ли основание для обжалования?,—,"Заинтересованное лицо определяет, есть ли основание для обжалованияДа: переход к шагу 92Нет: переход к шагу 93"
92,Заинтересованное лицо,—,—,Переход к процессу апелляционного обжалования,—,Переход к процессу апелляционного обжалования
93,Заинтересованное лицо,—,—,Требуется ли исполнить добровольно?,—,"Заинтересованное лицо определяет, требуется ли исполнить судебный акт добровольноДа: переход к шагу 94Нет: переход к шагу 97"
94,Заинтересованное лицо,—,—,Исполнить СА,—,Заинтересованное лицо исполняет судебный акт в течение предусмотренного срока на добровольное исполнение
95,Система,—,—,Уведомить суд об исполнении,—,Система автоматически уведомляет суд об исполнении судебного акта
96,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
97,Заинтересованное лицо,—,—,Ожидать принудительного исполнения,2 месяца со дня возбуждения исполнительного производства,Судья ожидает принудительного исполнения судебного акта. Содержащиеся в исполнительном документе требования должны быть исполнены в двухмесячный срок со дня возбуждения исполнительного производства
98,Заинтересованное лицо,—,—,Требуется ли заявить ходатайства связанные с исполнительным производством?,—,"Судья определяет, требуется ли заявить ходатайства связанные с исполнительным производствомДа: переход к шагу 100Нет: переход к шагу 99"
99,Заинтересованное лицо,—,—,Завершение процесса,—,Завершение процесса
100,Заинтересованное лицо,—,Ходатайства связанные с исполнительным производством,Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заинтересованное лицо подает в суд ходатайства связанные с исполнительным производством"
101,Заинтересованное лицо,—,—,"Переход к процессу разрешение вопросов, связанных с исполнением судебного акта",—,"Переход к процессу разрешение вопросов, связанных с исполнением судебного акта"
102,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),Определение о разрешении разногласий,—,Получено определение,—,Заявитель получает определение о разрешении разногласий
103,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Ознакомиться,—,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) знакомится с определением о разрешении разногласий
104,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Есть ли основание для обжалования?,—,"Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) определяет, есть ли основание для обжалованияДа: переход к шагу 105Нет: переход к шагу 106"
105,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Переход к процессу апелляционного обжалования,—,Переход к процессу апелляционного обжалования
106,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Требуется ли заявление для исполнения СА?,—,"Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) определяет, требуется ли заявление для исполнения судебного актаДа: переход к шагу 109Нет: переход к шагу 107"
107,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Ожидать исполнение,—,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) ожидает исполнения
108,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Завершение процесса,—,Завершение процесса
109,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД)й,—,Ходатайство о выдаче исполнительного листа,Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) формирует и подает ходатайство о выдаче исполнительного листа"
110,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Завершение процесса,—,Завершение процесса
111,Иные ЛУВД,Определение о разрешении разногласий,—,Получено определение,—,Иные ЛУВД получают определение о разрешении разногласий
112,Иные ЛУВД,—,—,Ознакомиться,—,Иные ЛУВД знакомится с определением о разрешении разногласий
113,Иные ЛУВД,—,—,Есть ли основание для обжалования?,—,"Иные ЛУВД определяет, есть ли основание для обжалованияДа: переход к шагу 115Нет: переход к шагу 114"
114,Иные ЛУВД,—,—,Завершение процесса,—,Завершение процесса
115,Иные ЛУВД,—,—,Переход к процессу апелляционного обжалования,—,Переход к процессу апелляционного обжалования
116,Канцелярия,Заявление о выдаче исполнительного листа,—,Поступил документ по делу,—,Канцелярия получает заявление о выдаче исполнительного листа
117,Канцелярия,Заявление о выдаче исполнительного листа,Зарегистрированный документ,Принять входящий документ,"В день поступления в суд. Документы, поступившие в рабочие дни после 15 часов, могут быть зарегистрированы на следующий рабочий день","Переход к типовому процессу ""Принять входящий документ"". При поступлении заявления в суд происходит регистрация входящего документа"
118,Судья,—,—,Эксклюзивный шлюз,—,Эксклюзивный шлюз для координации процесса
119,Судья,—,Исполнительный лист,Обратить СА к исполнению,—,"Переход к типовому процессу ""Обратить СА к исполнению"". Судья обращает судебный акт к исполнению, выдается исполнительный лист"
120,Судья,—,—,Ожидать завершения производства по делу о банкротстве,—,Судья ожидает завершения производства по делу о банкротстве
121,Заинтересованное лицо,—,—,Возникла необходимость в исправлении описок/опечаток,—,"В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд"
122,Заинтересованное лицо,—,Заявление об исправлении описок/опечаток,Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заинтересованное лицо формирует заявление об исправлении описок/опечаток и направляет его в суд"
123,Заинтересованное лицо,—,—,Завершение процесса,—,Процесс подачи заявления завершен
124,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Возникла необходимость в исправлении описок/опечаток,—,"В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд"
125,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,Заявление об исправлении описок/опечаток,Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Заявитель (Кредитор/Должник/АУ/Иное ЛУВД) формирует заявление об исправлении описок/опечаток и направляет его в суд"
126,Заявитель (Кредитор/Должник/АУ/Иное ЛУВД),—,—,Завершение процесса,—,Процесс подачи заявления завершен
127,Иные ЛУВД,—,—,Возникла необходимость в исправлении описок/опечаток,—,"В случае, если лицо нашло в решении суда опечатку/ошибку, лицо вправе подать соответствующее заявление в суд"
128,Иные ЛУВД,—,Заявление об исправлении описок/опечаток,Подать документы в суд,—,"Переход к типовому процессу ""Подать документы в суд"". Иные ЛУВД формирует заявление об исправлении описок/опечаток и направляет его в суд"
129,Иные ЛУВД,—,—,Завершение процесса,—,Процесс подачи заявления завершен
130,Судья,Заявление об исправлении описок/опечаток,—,Поступило заявление об исправлении описок/опечаток,—,Канцелярия получает заявление об исправлении описок/опечаток
131,Судья,Заявление об исправлении описок/опечаток,Определение об исправлении,Рассмотреть вопрос об исправлении ошибок,10 дней с момента поступления заявления,"Переход к типовому процессу ""Рассмотреть вопрос об исправлении ошибок"". Судья рассматривает вопрос об исправлении описок/опечаток судебного акта без проведения судебного заседания"
132,Судья,—,—,Завершение процесса,—,Завершение процесса
133,Судья,Материалы дела,"Материалы дела, подготовленные к сдаче в архив",Передать дело в архив,—,"Переход к типовому процессу ""Передать дело в архив"". Судья передает дело в архив после завершения рассмотрения"
134,Судья,—,—,Завершение процесса,—,Завершение процесса
